clip_name,cycle_index,entry_phase_column,original_phase_index,cycle_start_frame,cycle_end_frame,dissimilarity_score,similarity_score
cortexvpu-01a-005-41884872_2026-06-18_21-14-05_784690_before_stop.mp4,1,2,2,369,642,0.9281862139701843,0.07181378602981567
