data_present,start,end,valid_cycles,state,video_name,video_path,status,reason,n_cycles,cycle_frequency_hz,mean_cycle_frames,cycle_cv,reference_cycle_count,reference_cycle_frequency_hz,reference_mean_cycle_frames,cycle_frequency_ratio_to_reference,matches_reference_frequency,duration_s,fps,n_frames,detection_second,stoppage_context_clip_path,phase_error,inferred_stop_time,previous_video_name,next_video_name,gap_seconds_after_previous_video
y,2026-06-19_03-55-24,2026-06-19_03-56-35,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_03-55-24_933414.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\measurements\reference_clip\cortexvpu-01a-005-41884872_2026-06-19_03-55-24_933414.ts,ok,,5,0.5675655222864062,273.4,0.0017918725258041107,5,0.5675655222864062,273.4,1.0,y,71.88133333333333,155.17241379310346,11154,1.0439999999999998,,,,,,
