Time,Period,Type,Operator,Time type,Time.1,Group,Reason 1,Reason 2,Reason 3,Reason 4,Product,Batch,Bulk,Order,harford_original_time,harford_time,harford_stop_id,harford_duration_minutes,extracted_stop_id,stop_time,stop_end_time,source_detection_count,source_first_video_name,source_last_video_name,matched_extracted_stop,time_difference_seconds,absolute_time_difference_seconds
2026-06-19 03:44:22.189000,03:44:22 - 03:45:02,DB,Jean Cairns,Machine,0:00:41,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 03:44:22.189,2026-06-19 03:44:22.189,96,0.6833333333333333,,,,,,,False,,
2026-06-19 03:49:00.634000,03:49:00 - 03:50:05,DB,Jean Cairns,Unplanned operational,0:01:05,,Material Performance,Incompatable,Shrinkwrap,Shrinkwrapper,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 03:49:00.634,2026-06-19 03:49:00.634,97,1.0833333333333333,,,,,,,False,,
2026-06-19 04:06:26.928000,04:06:26 - 04:06:58,DB,Jean Cairns,Machine,0:00:32,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 04:06:26.928,2026-06-19 04:06:26.928,98,0.5333333333333333,13.0,2026-06-19 04:05:01.188888889,2026-06-19 04:05:14.593333333,1.0,cortexvpu-01a-005-41884872_2026-06-19_03-04-57_791037.ts,cortexvpu-01a-005-41884872_2026-06-19_03-04-57_791037.ts,True,-85.739111111,85.739111111
2026-06-19 04:13:23.995000,04:13:23 - 04:13:33,DB,Jean Cairns,Machine,0:00:10,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 04:13:23.995,2026-06-19 04:13:23.995,99,0.16666666666666666,,,,,,,False,,
2026-06-19 04:14:21.949000,04:14:21 - 04:14:29,DB,Jean Cairns,Machine,0:00:08,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 04:14:21.949,2026-06-19 04:14:21.949,100,0.13333333333333333,,,,,,,False,,
2026-06-19 04:18:49.333000,04:18:49 - 04:21:39,DB,Jean Cairns,Machine,0:02:50,,Shrinkwrapper,Outfeed > Sensors,Blockage,TP17,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 04:18:49.333,2026-06-19 04:18:49.333,101,2.8333333333333335,,,,,,,False,,
2026-06-19 04:27:25.944000,04:27:25 - 04:27:35,DB,Jean Cairns,Machine,0:00:10,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 04:27:25.944,2026-06-19 04:27:25.944,102,0.16666666666666666,,,,,,,False,,
2026-06-19 04:54:30.843000,04:54:30 - 04:55:16,DB,Jean Cairns,Machine,0:00:46,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 04:54:30.843,2026-06-19 04:54:30.843,103,0.7666666666666667,17.0,2026-06-19 04:53:16.050000000,2026-06-19 04:53:22.268888889,1.0,cortexvpu-01a-005-41884872_2026-06-19_03-53-03_022603.ts,cortexvpu-01a-005-41884872_2026-06-19_03-53-03_022603.ts,True,-74.793,74.793
2026-06-19 04:58:13.595000,04:58:13 - 04:59:55,DB,Jean Cairns,Machine,0:01:42,,Shrinkwrapper,Main Machine Wrap Limiter > Out of Sync,,,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 04:58:13.595,2026-06-19 04:58:13.595,104,1.7,,,,,,,False,,
2026-06-19 05:04:06.390000,05:04:06 - 05:04:19,DB,Jean Cairns,Machine,0:00:13,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 05:04:06.390,2026-06-19 05:04:06.390,105,0.21666666666666667,,,,,,,False,,
2026-06-19 05:04:44.454000,05:04:44 - 05:04:53,DB,Jean Cairns,Machine,0:00:09,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 05:04:44.454,2026-06-19 05:04:44.454,106,0.15,,,,,,,False,,
2026-06-19 05:15:14.711000,05:15:14 - 05:15:42,DB,Jean Cairns,Machine,0:00:28,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 05:15:14.711,2026-06-19 05:15:14.711,107,0.4666666666666667,20.0,2026-06-19 05:14:33.624444444,2026-06-19 05:14:49.864444444,1.0,cortexvpu-01a-005-41884872_2026-06-19_04-14-15_009330.ts,cortexvpu-01a-005-41884872_2026-06-19_04-14-15_009330.ts,True,-41.086555556,41.086555556
2026-06-19 05:30:25.440000,05:30:25 - 05:30:48,DB,Jean Cairns,Machine,0:00:23,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 05:30:25.440,2026-06-19 05:30:25.440,108,0.38333333333333336,21.0,2026-06-19 05:30:04.527777778,2026-06-19 05:30:12.937777778,1.0,cortexvpu-01a-005-41884872_2026-06-19_04-29-17_198079.ts,cortexvpu-01a-005-41884872_2026-06-19_04-29-17_198079.ts,True,-20.912222222,20.912222222
2026-06-19 05:53:15.809000,05:53:15 - 05:53:27,DB,Jean Cairns,Machine,0:00:12,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 05:53:15.809,2026-06-19 05:53:15.809,109,0.2,,,,,,,False,,
2026-06-19 05:53:54.107000,05:53:54 - 05:54:03,DB,Jean Cairns,Machine,0:00:10,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 05:53:54.107,2026-06-19 05:53:54.107,110,0.16666666666666666,,,,,,,False,,
2026-06-19 05:54:30.143000,05:54:30 - 05:55:18,DB,Jean Cairns,Machine,0:00:48,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 05:54:30.143,2026-06-19 05:54:30.143,111,0.8,,,,,,,False,,
2026-06-19 06:07:06.916000,06:07:06 - 06:07:15,DB,Jean Cairns,Machine,0:00:09,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 06:07:06.916,2026-06-19 06:07:06.916,112,0.15,25.0,2026-06-19 06:06:35.997777778,2026-06-19 06:06:42.571111111,1.0,cortexvpu-01a-005-41884872_2026-06-19_05-05-36_382241.ts,cortexvpu-01a-005-41884872_2026-06-19_05-05-36_382241.ts,True,-30.918222222,30.918222222
2026-06-19 06:07:43.966000,06:07:43 - 06:07:52,DB,Jean Cairns,Machine,0:00:09,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 06:07:43.966,2026-06-19 06:07:43.966,113,0.15,25.0,2026-06-19 06:06:35.997777778,2026-06-19 06:06:42.571111111,1.0,cortexvpu-01a-005-41884872_2026-06-19_05-05-36_382241.ts,cortexvpu-01a-005-41884872_2026-06-19_05-05-36_382241.ts,True,-67.968222222,67.968222222
2026-06-19 06:22:51.420000,06:22:51 - 06:23:08,DB,Jean Cairns,Machine,0:00:17,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 06:22:51.420,2026-06-19 06:22:51.420,114,0.2833333333333333,27.0,2026-06-19 06:24:30.822222222,2026-06-19 06:24:41.938888889,1.0,cortexvpu-01a-005-41884872_2026-06-19_05-24-16_532165.ts,cortexvpu-01a-005-41884872_2026-06-19_05-24-16_532165.ts,True,99.402222222,99.402222222
2026-06-19 09:24:27.415000,09:24:27 - 09:25:19,DB,Sarah Williams,Machine,0:00:52,,Shrinkwrapper,Infeed > Container,Fallen,TP4,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 09:24:27.415,2026-06-19 09:24:27.415,115,0.8666666666666667,35.0,2026-06-19 09:23:47.144444444,2026-06-19 09:24:05.221111111,1.0,cortexvpu-01a-005-41884872_2026-06-19_08-23-03_524141.ts,cortexvpu-01a-005-41884872_2026-06-19_08-23-03_524141.ts,True,-40.270555556,40.270555556
2026-06-19 09:59:37.178000,09:59:37 - 10:00:06,DB,Dagmara Smialek,Machine,0:00:29,,Shrinkwrapper,Infeed > Container,Fallen,TP12,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 09:59:37.178,2026-06-19 09:59:37.178,116,0.48333333333333334,,,,,,,False,,
2026-06-19 10:47:58.705000,10:47:58 - 10:48:34,DB,Dagmara Smialek,Machine,0:00:36,,Shrinkwrapper,Auto Splicer > Container,Fallen,TP12,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 10:47:58.705,2026-06-19 10:47:58.705,117,0.6,,,,,,,False,,
2026-06-19 11:00:26.633000,11:00:26 - 11:00:48,DB,Dagmara Smialek,Machine,0:00:22,,Shrinkwrapper,Auto Splicer > Container,Fallen,TP12,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 11:00:26.633,2026-06-19 11:00:26.633,118,0.36666666666666664,38.0,2026-06-19 10:59:33.250000000,2026-06-19 10:59:46.250000000,1.0,cortexvpu-01a-005-41884872_2026-06-19_09-59-14_567153.ts,cortexvpu-01a-005-41884872_2026-06-19_09-59-14_567153.ts,True,-53.383,53.383
2026-06-19 11:29:28.470000,11:29:28 - 11:29:59,DB,Dagmara Smialek,Machine,0:00:31,,Shrinkwrapper,Infeed > Container,Fallen,TP12,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 11:29:28.470,2026-06-19 11:29:28.470,119,0.5166666666666667,39.0,2026-06-19 11:28:38.916666667,2026-06-19 11:28:42.916666667,1.0,cortexvpu-01a-005-41884872_2026-06-19_10-26-59_681586.ts,cortexvpu-01a-005-41884872_2026-06-19_10-26-59_681586.ts,True,-49.553333333,49.553333333
2026-06-19 12:22:03.263000,12:22:03 - 12:23:00,DB,Dagmara Smialek,Machine,0:00:57,,Shrinkwrapper,Infeed > Container,Fallen,TP12,770116 JW BLACK 0.05L 40% 10x12 US,L6170CL001,,12578718,2026-06-19 12:22:03.263,2026-06-19 12:22:03.263,120,0.95,,,,,,,False,,
2026-06-19 13:01:30.552000,13:01:30 - 13:02:16,DB,Stuart McCandless,Unplanned operational,0:00:46,,Material Performance,Incompatable,Shrinkwrap,Shrinkwrapper,770116 JW BLACK 0.05L 40% 10x12 US,L6170CL001,,12578718,2026-06-19 13:01:30.552,2026-06-19 13:01:30.552,121,0.7666666666666667,45.0,2026-06-19 13:00:49.166666667,2026-06-19 13:01:00.333333333,1.0,cortexvpu-01a-005-41884872_2026-06-19_11-59-57_720287.ts,cortexvpu-01a-005-41884872_2026-06-19_11-59-57_720287.ts,True,-41.385333333,41.385333333
2026-06-19 13:10:13.714000,13:10:13 - 13:11:25,DB,Stuart McCandless,Unplanned operational,0:01:12,,Material Performance,Incompatable,Shrinkwrap,Shrinkwrapper,770116 JW BLACK 0.05L 40% 10x12 US,L6170CL001,,12578718,2026-06-19 13:10:13.714,2026-06-19 13:10:13.714,122,1.2,46.0,2026-06-19 13:09:37.750000000,2026-06-19 13:09:52.250000000,1.0,cortexvpu-01a-005-41884872_2026-06-19_12-09-14_766334.ts,cortexvpu-01a-005-41884872_2026-06-19_12-09-14_766334.ts,True,-35.964,35.964
2026-06-19 13:28:04.968000,13:28:04 - 13:29:56,DB,Stuart McCandless,Unplanned operational,0:01:51,,Material Performance,Incompatable,Shrinkwrap,Shrinkwrapper,770116 JW BLACK 0.05L 40% 10x12 US,L6170CL001,,12578718,2026-06-19 13:28:04.968,2026-06-19 13:28:04.968,123,1.85,47.0,2026-06-19 13:27:28.666666667,2026-06-19 13:27:47.250000000,1.0,cortexvpu-01a-005-41884872_2026-06-19_12-26-09_772049.ts,cortexvpu-01a-005-41884872_2026-06-19_12-26-09_772049.ts,True,-36.301333333,36.301333333
2026-06-19 13:31:32.355000,13:31:32 - 13:33:15,DB,Stuart McCandless,Unplanned operational,0:01:43,,Material Performance,Incompatable,Shrinkwrap,Shrinkwrapper,770116 JW BLACK 0.05L 40% 10x12 US,L6170CL001,,12578718,2026-06-19 13:31:32.355,2026-06-19 13:31:32.355,124,1.7166666666666666,,,,,,,False,,
2026-06-19 13:34:43.611000,13:34:43 - 13:36:21,DB,Stuart McCandless,Unplanned operational,0:01:38,,Material Performance,Incompatable,Shrinkwrap,Shrinkwrapper,770116 JW BLACK 0.05L 40% 10x12 US,L6170CL001,,12578718,2026-06-19 13:34:43.611,2026-06-19 13:34:43.611,125,1.6333333333333333,,,,,,,False,,
2026-06-19 13:41:13.472000,13:41:13 - 13:42:47,DB,Stuart McCandless,Unplanned operational,0:01:34,,Material Performance,Incompatable,Shrinkwrap,Shrinkwrapper,770116 JW BLACK 0.05L 40% 10x12 US,L6170CL001,,12578718,2026-06-19 13:41:13.472,2026-06-19 13:41:13.472,126,1.5666666666666667,48.0,2026-06-19 13:40:28.583333333,2026-06-19 13:40:39.083333333,1.0,cortexvpu-01a-005-41884872_2026-06-19_12-39-53_774504.ts,cortexvpu-01a-005-41884872_2026-06-19_12-39-53_774504.ts,True,-44.888666667,44.888666667
2026-06-19 13:47:20.369000,13:47:20 - 13:49:18,DB,Stuart McCandless,Unplanned operational,0:01:58,,Material Performance,Incompatable,Shrinkwrap,Shrinkwrapper,770116 JW BLACK 0.05L 40% 10x12 US,L6170CL001,,12578718,2026-06-19 13:47:20.369,2026-06-19 13:47:20.369,127,1.9666666666666666,,,,,,,False,,
2026-06-19 14:18:22.154000,14:18:22 - 14:20:56,DB,Stuart McCandless,Unplanned operational,0:02:34,,Material Performance,Incompatable,Shrinkwrap,Shrinkwrapper,770116 JW BLACK 0.05L 40% 10x12 US,L6170CL001,,12578718,2026-06-19 14:18:22.154,2026-06-19 14:18:22.154,128,2.566666666666667,49.0,2026-06-19 14:17:31.166666667,2026-06-19 14:17:44.166666667,1.0,cortexvpu-01a-005-41884872_2026-06-19_13-17-18_821097.ts,cortexvpu-01a-005-41884872_2026-06-19_13-17-18_821097.ts,True,-50.987333333,50.987333333
2026-06-19 14:24:26.805000,14:24:26 - 14:24:54,DB,Stuart McCandless,Unplanned operational,0:00:27,,Material Performance,Incompatable,Shrinkwrap,Shrinkwrapper,770116 JW BLACK 0.05L 40% 10x12 US,L6170CL001,,12578718,2026-06-19 14:24:26.805,2026-06-19 14:24:26.805,129,0.45,50.0,2026-06-19 14:23:38.916666667,2026-06-19 14:23:44.250000000,1.0,cortexvpu-01a-005-41884872_2026-06-19_13-22-18_900000.ts,cortexvpu-01a-005-41884872_2026-06-19_13-22-18_900000.ts,True,-47.888333333,47.888333333
2026-06-19 14:31:30.673000,14:31:30 - 14:34:15,DB,Stuart McCandless,Unplanned operational,0:02:45,,Material Performance,Incompatable,Shrinkwrap,Shrinkwrapper,770116 JW BLACK 0.05L 40% 10x12 US,L6170CL001,,12578718,2026-06-19 14:31:30.673,2026-06-19 14:31:30.673,130,2.75,,,,,,,False,,
2026-06-19 14:43:11.738000,14:43:11 - 14:44:36,DB,Stuart McCandless,Unplanned operational,0:01:25,,Material Performance,Incompatable,Shrinkwrap,Shrinkwrapper,770116 JW BLACK 0.05L 40% 10x12 US,L6170CL001,,12578718,2026-06-19 14:43:11.738,2026-06-19 14:43:11.738,131,1.4166666666666667,,,,,,,False,,
2026-06-19 14:47:55.487000,14:47:55 - 14:49:38,DB,Stuart McCandless,Unplanned operational,0:01:43,,Material Performance,Incompatable,Shrinkwrap,Shrinkwrapper,770116 JW BLACK 0.05L 40% 10x12 US,L6170CL001,,12578718,2026-06-19 14:47:55.487,2026-06-19 14:47:55.487,132,1.7166666666666666,,,,,,,False,,
2026-06-19 14:53:19.827000,14:53:19 - 14:54:34,DB,Stuart McCandless,Unplanned operational,0:01:14,,Material Performance,Incompatable,Shrinkwrap,Shrinkwrapper,770116 JW BLACK 0.05L 40% 10x12 US,L6170CL001,,12578718,2026-06-19 14:53:19.827,2026-06-19 14:53:19.827,133,1.2333333333333334,51.0,2026-06-19 14:52:33.833333333,2026-06-19 14:52:42.333333333,1.0,cortexvpu-01a-005-41884872_2026-06-19_13-52-19_874582.ts,cortexvpu-01a-005-41884872_2026-06-19_13-52-19_874582.ts,True,-45.993666667,45.993666667
2026-06-19 14:57:47.430000,14:57:47 - 14:59:36,DB,Stuart McCandless,Unplanned operational,0:01:49,,Material Performance,Incompatable,Shrinkwrap,Shrinkwrapper,770116 JW BLACK 0.05L 40% 10x12 US,L6170CL001,,12578718,2026-06-19 14:57:47.430,2026-06-19 14:57:47.430,134,1.8166666666666667,52.0,2026-06-19 14:56:58.666666667,2026-06-19 14:57:10.500000000,1.0,cortexvpu-01a-005-41884872_2026-06-19_13-55-25_943526.ts,cortexvpu-01a-005-41884872_2026-06-19_13-55-25_943526.ts,True,-48.763333333,48.763333333
