group_id,group_start_time,group_end_time,group_duration_seconds,raw_detections_in_group,seconds_since_previous_group,first_video_in_group,last_video_in_group
24,2026-06-19 03:26:22.610000000,2026-06-19 03:26:25.703333333,3.093333333,1,64.394444444,cortexvpu-01a-005-41884872_2026-06-19_02-26-20_390324.ts,cortexvpu-01a-005-41884872_2026-06-19_02-26-20_390324.ts
25,2026-06-19 03:26:27.062222222,2026-06-19 03:26:29.994444444,2.932222222,1,1.358888889,cortexvpu-01a-005-41884872_2026-06-19_02-26-25_716133.ts,cortexvpu-01a-005-41884872_2026-06-19_02-26-25_716133.ts
26,2026-06-19 03:27:37.093333333,2026-06-19 03:27:44.375555556,7.282222223,1,67.098888889,cortexvpu-01a-005-41884872_2026-06-19_02-27-34_409488.ts,cortexvpu-01a-005-41884872_2026-06-19_02-27-34_409488.ts
27,2026-06-19 03:28:48.061111111,2026-06-19 03:28:49.092222222,1.031111111,1,63.685555555,cortexvpu-01a-005-41884872_2026-06-19_02-28-45_481007.ts,cortexvpu-01a-005-41884872_2026-06-19_02-28-45_481007.ts
28,2026-06-19 03:29:55.063333333,2026-06-19 03:29:56.416666667,1.353333334,1,65.971111111,cortexvpu-01a-005-41884872_2026-06-19_02-29-54_735489.ts,cortexvpu-01a-005-41884872_2026-06-19_02-29-54_735489.ts
29,2026-06-19 03:31:49.432222222,2026-06-19 03:32:02.933333333,13.501111111,1,113.015555555,cortexvpu-01a-005-41884872_2026-06-19_02-31-03_489790.ts,cortexvpu-01a-005-41884872_2026-06-19_02-31-03_489790.ts
30,2026-06-19 03:32:19.864444444,2026-06-19 03:32:21.411111111,1.546666667,1,16.931111111,cortexvpu-01a-005-41884872_2026-06-19_02-32-14_441377.ts,cortexvpu-01a-005-41884872_2026-06-19_02-32-14_441377.ts
31,2026-06-19 03:37:45.667777778,2026-06-19 03:37:50.662222222,4.994444444,1,324.256666667,cortexvpu-01a-005-41884872_2026-06-19_02-36-39_544404.ts,cortexvpu-01a-005-41884872_2026-06-19_02-36-39_544404.ts
32,2026-06-19 03:37:53.061111111,2026-06-19 03:37:55.220000000,2.158888889,1,2.398888889,cortexvpu-01a-005-41884872_2026-06-19_02-37-50_509624.ts,cortexvpu-01a-005-41884872_2026-06-19_02-37-50_509624.ts
33,2026-06-19 03:43:47.243333333,2026-06-19 03:43:47.694444444,0.451111111,1,352.023333333,cortexvpu-01a-005-41884872_2026-06-19_02-42-36_499681.ts,cortexvpu-01a-005-41884872_2026-06-19_02-42-36_499681.ts
34,2026-06-19 03:43:50.834444444,2026-06-19 03:43:52.703333333,1.868888889,1,3.14,cortexvpu-01a-005-41884872_2026-06-19_02-43-47_579287.ts,cortexvpu-01a-005-41884872_2026-06-19_02-43-47_579287.ts
35,2026-06-19 03:48:05.530000000,2026-06-19 03:48:13.875555556,8.345555556,1,252.826666667,cortexvpu-01a-005-41884872_2026-06-19_02-47-20_692052.ts,cortexvpu-01a-005-41884872_2026-06-19_02-47-20_692052.ts
36,2026-06-19 03:48:35.640000000,2026-06-19 03:48:36.961111111,1.321111111,1,21.764444444,cortexvpu-01a-005-41884872_2026-06-19_02-48-31_422348.ts,cortexvpu-01a-005-41884872_2026-06-19_02-48-31_422348.ts
37,2026-06-19 03:53:51.604444444,2026-06-19 03:54:06.265555556,14.661111112,1,314.643333333,cortexvpu-01a-005-41884872_2026-06-19_02-53-44_674871.ts,cortexvpu-01a-005-41884872_2026-06-19_02-53-44_674871.ts
38,2026-06-19 03:54:59.511111110,2026-06-19 03:55:00.928888889,1.417777779,1,53.245555554,cortexvpu-01a-005-41884872_2026-06-19_02-54-55_103222.ts,cortexvpu-01a-005-41884872_2026-06-19_02-54-55_103222.ts
39,2026-06-19 03:56:06.061111111,2026-06-19 03:56:07.575555556,1.514444445,1,65.132222222,cortexvpu-01a-005-41884872_2026-06-19_02-56-03_603205.ts,cortexvpu-01a-005-41884872_2026-06-19_02-56-03_603205.ts
40,2026-06-19 03:57:20.057777778,2026-06-19 03:57:26.566666667,6.508888889,1,72.482222222,cortexvpu-01a-005-41884872_2026-06-19_02-57-14_444881.ts,cortexvpu-01a-005-41884872_2026-06-19_02-57-14_444881.ts
41,2026-06-19 04:05:01.188888889,2026-06-19 04:05:14.593333333,13.404444444,1,454.622222222,cortexvpu-01a-005-41884872_2026-06-19_03-04-57_791037.ts,cortexvpu-01a-005-41884872_2026-06-19_03-04-57_791037.ts
42,2026-06-19 04:10:04.038888889,2026-06-19 04:10:17.282222222,13.243333333,1,289.445555556,cortexvpu-01a-005-41884872_2026-06-19_03-09-41_754057.ts,cortexvpu-01a-005-41884872_2026-06-19_03-09-41_754057.ts
43,2026-06-19 04:13:16.706666667,2026-06-19 04:13:25.954444444,9.247777777,1,179.424444445,cortexvpu-01a-005-41884872_2026-06-19_03-13-14_762454.ts,cortexvpu-01a-005-41884872_2026-06-19_03-13-14_762454.ts
44,2026-06-19 04:17:46.385555556,2026-06-19 04:17:56.857777778,10.472222222,1,260.431111112,cortexvpu-01a-005-41884872_2026-06-19_03-16-47_834679.ts,cortexvpu-01a-005-41884872_2026-06-19_03-16-47_834679.ts
45,2026-06-19 04:18:00.062222222,2026-06-19 04:18:01.995555556,1.933333334,1,3.204444444,cortexvpu-01a-005-41884872_2026-06-19_03-17-58_751527.ts,cortexvpu-01a-005-41884872_2026-06-19_03-17-58_751527.ts
46,2026-06-19 04:19:11.062222222,2026-06-19 04:19:16.475555556,5.413333334,1,69.066666666,cortexvpu-01a-005-41884872_2026-06-19_03-19-09_569304.ts,cortexvpu-01a-005-41884872_2026-06-19_03-19-09_569304.ts
47,2026-06-19 04:19:19.062222222,2026-06-19 04:19:28.475555556,9.413333334,2,2.586666666,cortexvpu-01a-005-41884872_2026-06-19_03-19-17_245167.ts,cortexvpu-01a-005-41884872_2026-06-19_03-19-21_245167.ts
48,2026-06-19 04:20:04.025555556,2026-06-19 04:20:05.765555556,1.74,1,35.55,cortexvpu-01a-005-41884872_2026-06-19_03-19-58_012900.ts,cortexvpu-01a-005-41884872_2026-06-19_03-19-58_012900.ts
49,2026-06-19 04:39:06.007777778,2026-06-19 04:39:09.745555556,3.737777778,1,1140.242222222,cortexvpu-01a-005-41884872_2026-06-19_03-38-15_886285.ts,cortexvpu-01a-005-41884872_2026-06-19_03-38-15_886285.ts
50,2026-06-19 04:51:18.187777778,2026-06-19 04:51:25.083333333,6.895555555,1,728.442222222,cortexvpu-01a-005-41884872_2026-06-19_03-50-44_016667.ts,cortexvpu-01a-005-41884872_2026-06-19_03-50-44_016667.ts
51,2026-06-19 04:53:16.050000000,2026-06-19 04:53:22.268888889,6.218888889,1,110.966666667,cortexvpu-01a-005-41884872_2026-06-19_03-53-03_022603.ts,cortexvpu-01a-005-41884872_2026-06-19_03-53-03_022603.ts
52,2026-06-19 04:54:14.063333333,2026-06-19 04:54:15.996666667,1.933333334,1,51.794444444,cortexvpu-01a-005-41884872_2026-06-19_03-54-13_948410.ts,cortexvpu-01a-005-41884872_2026-06-19_03-54-13_948410.ts
53,2026-06-19 04:57:16.374444444,2026-06-19 04:57:18.920000000,2.545555556,1,180.377777777,cortexvpu-01a-005-41884872_2026-06-19_03-56-36_074722.ts,cortexvpu-01a-005-41884872_2026-06-19_03-56-36_074722.ts
54,2026-06-19 04:57:49.222222222,2026-06-19 04:57:51.123333333,1.901111111,1,30.302222222,cortexvpu-01a-005-41884872_2026-06-19_03-57-46_926933.ts,cortexvpu-01a-005-41884872_2026-06-19_03-57-46_926933.ts
55,2026-06-19 04:59:00.254444444,2026-06-19 04:59:10.501111111,10.246666667,1,69.131111111,cortexvpu-01a-005-41884872_2026-06-19_03-58-57_887073.ts,cortexvpu-01a-005-41884872_2026-06-19_03-58-57_887073.ts
56,2026-06-19 05:00:10.094444444,2026-06-19 05:00:12.833333333,2.738888889,1,59.593333333,cortexvpu-01a-005-41884872_2026-06-19_04-00-08_903360.ts,cortexvpu-01a-005-41884872_2026-06-19_04-00-08_903360.ts
57,2026-06-19 05:01:34.370000000,2026-06-19 05:01:44.906666667,10.536666667,1,81.536666667,cortexvpu-01a-005-41884872_2026-06-19_04-01-19_821038.ts,cortexvpu-01a-005-41884872_2026-06-19_04-01-19_821038.ts
58,2026-06-19 05:03:41.662222222,2026-06-19 05:03:41.694444444,0.032222222,1,116.755555555,cortexvpu-01a-005-41884872_2026-06-19_04-02-30_970241.ts,cortexvpu-01a-005-41884872_2026-06-19_04-02-30_970241.ts
59,2026-06-19 05:03:44.835555556,2026-06-19 05:03:46.027777778,1.192222222,1,3.141111112,cortexvpu-01a-005-41884872_2026-06-19_04-03-42_018463.ts,cortexvpu-01a-005-41884872_2026-06-19_04-03-42_018463.ts
60,2026-06-19 05:04:51.062222222,2026-06-19 05:04:55.895555556,4.833333334,1,65.034444444,cortexvpu-01a-005-41884872_2026-06-19_04-04-49_264511.ts,cortexvpu-01a-005-41884872_2026-06-19_04-04-49_264511.ts
61,2026-06-19 05:06:02.123333333,2026-06-19 05:06:09.631111111,7.507777778,1,66.227777777,cortexvpu-01a-005-41884872_2026-06-19_04-05-57_935676.ts,cortexvpu-01a-005-41884872_2026-06-19_04-05-57_935676.ts
