Time,Period,Type,Operator,Time type,Time.1,Group,Reason 1,Reason 2,Reason 3,Reason 4,Product,Batch,Bulk,Order,harford_original_time,harford_time,harford_stop_id,harford_duration_minutes,extracted_stop_id,stop_time,stop_end_time,source_detection_count,source_first_video_name,source_last_video_name,matched_extracted_stop,time_difference_seconds,absolute_time_difference_seconds
2026-06-19 02:28:53.735000,02:28:53 - 02:29:07,DB,Jean Cairns,Machine,0:00:14,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 02:28:53.735,2026-06-19 02:28:53.735,86,0.23333333333333334,,,,,,,False,,
2026-06-19 02:29:25.466000,02:29:25 - 02:29:35,DB,Jean Cairns,Machine,0:00:10,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 02:29:25.466,2026-06-19 02:29:25.466,87,0.16666666666666666,,,,,,,False,,
2026-06-19 02:38:58.782000,02:38:58 - 02:39:52,DB,Jean Cairns,Machine,0:00:53,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 02:38:58.782,2026-06-19 02:38:58.782,88,0.8833333333333333,14.0,2026-06-19 02:37:53.138888889,2026-06-19 02:38:04.481111111,1.0,cortexvpu-01a-005-41884872_2026-06-19_01-37-33_184857.ts,cortexvpu-01a-005-41884872_2026-06-19_01-37-33_184857.ts,True,-65.643111111,65.643111111
2026-06-19 02:49:22.237000,02:49:22 - 02:49:41,DB,Jean Cairns,Machine,0:00:20,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 02:49:22.237,2026-06-19 02:49:22.237,89,0.3333333333333333,,,,,,,False,,
2026-06-19 03:25:29.939000,03:25:29 - 03:25:44,DB,Jean Cairns,Machine,0:00:14,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 03:25:29.939,2026-06-19 03:25:29.939,90,0.23333333333333334,23.0,2026-06-19 03:25:13.060000000,2026-06-19 03:25:18.215555556,1.0,cortexvpu-01a-005-41884872_2026-06-19_02-25-09_523403.ts,cortexvpu-01a-005-41884872_2026-06-19_02-25-09_523403.ts,True,-16.879,16.879
2026-06-19 03:28:15.752000,03:28:15 - 03:28:28,DB,Jean Cairns,Machine,0:00:13,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 03:28:15.752,2026-06-19 03:28:15.752,91,0.21666666666666667,27.0,2026-06-19 03:28:48.061111111,2026-06-19 03:28:49.092222222,1.0,cortexvpu-01a-005-41884872_2026-06-19_02-28-45_481007.ts,cortexvpu-01a-005-41884872_2026-06-19_02-28-45_481007.ts,True,32.309111111,32.309111111
2026-06-19 03:28:41.976000,03:28:41 - 03:29:21,DB,Jean Cairns,Machine,0:00:39,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 03:28:41.976,2026-06-19 03:28:41.976,92,0.65,27.0,2026-06-19 03:28:48.061111111,2026-06-19 03:28:49.092222222,1.0,cortexvpu-01a-005-41884872_2026-06-19_02-28-45_481007.ts,cortexvpu-01a-005-41884872_2026-06-19_02-28-45_481007.ts,True,6.085111111,6.085111111
2026-06-19 03:29:35.624000,03:29:35 - 03:30:47,DB,Jean Cairns,Unplanned operational,0:01:12,,Material Performance,Incompatable,Shrinkwrap,Shrinkwrapper,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 03:29:35.624,2026-06-19 03:29:35.624,93,1.2,28.0,2026-06-19 03:29:55.063333333,2026-06-19 03:29:56.416666667,1.0,cortexvpu-01a-005-41884872_2026-06-19_02-29-54_735489.ts,cortexvpu-01a-005-41884872_2026-06-19_02-29-54_735489.ts,True,19.439333333,19.439333333
2026-06-19 03:32:41.108000,03:32:41 - 03:34:07,DB,Jean Cairns,Unplanned operational,0:01:26,,Material Performance,Incompatable,Shrinkwrap,Shrinkwrapper,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 03:32:41.108,2026-06-19 03:32:41.108,94,1.4333333333333333,30.0,2026-06-19 03:32:19.864444444,2026-06-19 03:32:21.411111111,1.0,cortexvpu-01a-005-41884872_2026-06-19_02-32-14_441377.ts,cortexvpu-01a-005-41884872_2026-06-19_02-32-14_441377.ts,True,-21.243555556,21.243555556
2026-06-19 03:38:38.193000,03:38:38 - 03:40:03,DB,Jean Cairns,Unplanned operational,0:01:25,,Material Performance,Incompatable,Shrinkwrap,Shrinkwrapper,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 03:38:38.193,2026-06-19 03:38:38.193,95,1.4166666666666667,32.0,2026-06-19 03:37:53.061111111,2026-06-19 03:37:55.220000000,1.0,cortexvpu-01a-005-41884872_2026-06-19_02-37-50_509624.ts,cortexvpu-01a-005-41884872_2026-06-19_02-37-50_509624.ts,True,-45.131888889,45.131888889
2026-06-19 03:44:22.189000,03:44:22 - 03:45:02,DB,Jean Cairns,Machine,0:00:41,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 03:44:22.189,2026-06-19 03:44:22.189,96,0.6833333333333333,34.0,2026-06-19 03:43:50.834444444,2026-06-19 03:43:52.703333333,1.0,cortexvpu-01a-005-41884872_2026-06-19_02-43-47_579287.ts,cortexvpu-01a-005-41884872_2026-06-19_02-43-47_579287.ts,True,-31.354555556,31.354555556
2026-06-19 03:49:00.634000,03:49:00 - 03:50:05,DB,Jean Cairns,Unplanned operational,0:01:05,,Material Performance,Incompatable,Shrinkwrap,Shrinkwrapper,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 03:49:00.634,2026-06-19 03:49:00.634,97,1.0833333333333333,36.0,2026-06-19 03:48:35.640000000,2026-06-19 03:48:36.961111111,1.0,cortexvpu-01a-005-41884872_2026-06-19_02-48-31_422348.ts,cortexvpu-01a-005-41884872_2026-06-19_02-48-31_422348.ts,True,-24.994,24.994
2026-06-19 04:06:26.928000,04:06:26 - 04:06:58,DB,Jean Cairns,Machine,0:00:32,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 04:06:26.928,2026-06-19 04:06:26.928,98,0.5333333333333333,41.0,2026-06-19 04:05:01.188888889,2026-06-19 04:05:14.593333333,1.0,cortexvpu-01a-005-41884872_2026-06-19_03-04-57_791037.ts,cortexvpu-01a-005-41884872_2026-06-19_03-04-57_791037.ts,True,-85.739111111,85.739111111
2026-06-19 04:13:23.995000,04:13:23 - 04:13:33,DB,Jean Cairns,Machine,0:00:10,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 04:13:23.995,2026-06-19 04:13:23.995,99,0.16666666666666666,43.0,2026-06-19 04:13:16.706666667,2026-06-19 04:13:25.954444444,1.0,cortexvpu-01a-005-41884872_2026-06-19_03-13-14_762454.ts,cortexvpu-01a-005-41884872_2026-06-19_03-13-14_762454.ts,True,-7.288333333,7.288333333
2026-06-19 04:14:21.949000,04:14:21 - 04:14:29,DB,Jean Cairns,Machine,0:00:08,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 04:14:21.949,2026-06-19 04:14:21.949,100,0.13333333333333333,43.0,2026-06-19 04:13:16.706666667,2026-06-19 04:13:25.954444444,1.0,cortexvpu-01a-005-41884872_2026-06-19_03-13-14_762454.ts,cortexvpu-01a-005-41884872_2026-06-19_03-13-14_762454.ts,True,-65.242333333,65.242333333
2026-06-19 04:18:49.333000,04:18:49 - 04:21:39,DB,Jean Cairns,Machine,0:02:50,,Shrinkwrapper,Outfeed > Sensors,Blockage,TP17,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 04:18:49.333,2026-06-19 04:18:49.333,101,2.8333333333333335,46.0,2026-06-19 04:19:11.062222222,2026-06-19 04:19:16.475555556,1.0,cortexvpu-01a-005-41884872_2026-06-19_03-19-09_569304.ts,cortexvpu-01a-005-41884872_2026-06-19_03-19-09_569304.ts,True,21.729222222,21.729222222
2026-06-19 04:27:25.944000,04:27:25 - 04:27:35,DB,Jean Cairns,Machine,0:00:10,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 04:27:25.944,2026-06-19 04:27:25.944,102,0.16666666666666666,,,,,,,False,,
2026-06-19 04:54:30.843000,04:54:30 - 04:55:16,DB,Jean Cairns,Machine,0:00:46,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 04:54:30.843,2026-06-19 04:54:30.843,103,0.7666666666666667,52.0,2026-06-19 04:54:14.063333333,2026-06-19 04:54:15.996666667,1.0,cortexvpu-01a-005-41884872_2026-06-19_03-54-13_948410.ts,cortexvpu-01a-005-41884872_2026-06-19_03-54-13_948410.ts,True,-16.779666667,16.779666667
2026-06-19 04:58:13.595000,04:58:13 - 04:59:55,DB,Jean Cairns,Machine,0:01:42,,Shrinkwrapper,Main Machine Wrap Limiter > Out of Sync,,,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 04:58:13.595,2026-06-19 04:58:13.595,104,1.7,54.0,2026-06-19 04:57:49.222222222,2026-06-19 04:57:51.123333333,1.0,cortexvpu-01a-005-41884872_2026-06-19_03-57-46_926933.ts,cortexvpu-01a-005-41884872_2026-06-19_03-57-46_926933.ts,True,-24.372777778,24.372777778
2026-06-19 05:04:06.390000,05:04:06 - 05:04:19,DB,Jean Cairns,Machine,0:00:13,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 05:04:06.390,2026-06-19 05:04:06.390,105,0.21666666666666667,59.0,2026-06-19 05:03:44.835555556,2026-06-19 05:03:46.027777778,1.0,cortexvpu-01a-005-41884872_2026-06-19_04-03-42_018463.ts,cortexvpu-01a-005-41884872_2026-06-19_04-03-42_018463.ts,True,-21.554444444,21.554444444
2026-06-19 05:04:44.454000,05:04:44 - 05:04:53,DB,Jean Cairns,Machine,0:00:09,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 05:04:44.454,2026-06-19 05:04:44.454,106,0.15,60.0,2026-06-19 05:04:51.062222222,2026-06-19 05:04:55.895555556,1.0,cortexvpu-01a-005-41884872_2026-06-19_04-04-49_264511.ts,cortexvpu-01a-005-41884872_2026-06-19_04-04-49_264511.ts,True,6.608222222,6.608222222
2026-06-19 05:15:14.711000,05:15:14 - 05:15:42,DB,Jean Cairns,Machine,0:00:28,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 05:15:14.711,2026-06-19 05:15:14.711,107,0.4666666666666667,64.0,2026-06-19 05:14:33.624444444,2026-06-19 05:14:49.864444444,1.0,cortexvpu-01a-005-41884872_2026-06-19_04-14-15_009330.ts,cortexvpu-01a-005-41884872_2026-06-19_04-14-15_009330.ts,True,-41.086555556,41.086555556
2026-06-19 05:30:25.440000,05:30:25 - 05:30:48,DB,Jean Cairns,Machine,0:00:23,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 05:30:25.440,2026-06-19 05:30:25.440,108,0.38333333333333336,65.0,2026-06-19 05:30:04.527777778,2026-06-19 05:30:12.937777778,1.0,cortexvpu-01a-005-41884872_2026-06-19_04-29-17_198079.ts,cortexvpu-01a-005-41884872_2026-06-19_04-29-17_198079.ts,True,-20.912222222,20.912222222
2026-06-19 05:53:15.809000,05:53:15 - 05:53:27,DB,Jean Cairns,Machine,0:00:12,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 05:53:15.809,2026-06-19 05:53:15.809,109,0.2,68.0,2026-06-19 05:52:53.062222222,2026-06-19 05:53:08.722222222,1.0,cortexvpu-01a-005-41884872_2026-06-19_04-52-51_392940.ts,cortexvpu-01a-005-41884872_2026-06-19_04-52-51_392940.ts,True,-22.746777778,22.746777778
2026-06-19 05:53:54.107000,05:53:54 - 05:54:03,DB,Jean Cairns,Machine,0:00:10,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 05:53:54.107,2026-06-19 05:53:54.107,110,0.16666666666666666,69.0,2026-06-19 05:54:04.062222222,2026-06-19 05:54:05.512222222,1.0,cortexvpu-01a-005-41884872_2026-06-19_04-54-02_279615.ts,cortexvpu-01a-005-41884872_2026-06-19_04-54-02_279615.ts,True,9.955222222,9.955222222
2026-06-19 05:54:30.143000,05:54:30 - 05:55:18,DB,Jean Cairns,Machine,0:00:48,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 05:54:30.143,2026-06-19 05:54:30.143,111,0.8,69.0,2026-06-19 05:54:04.062222222,2026-06-19 05:54:05.512222222,1.0,cortexvpu-01a-005-41884872_2026-06-19_04-54-02_279615.ts,cortexvpu-01a-005-41884872_2026-06-19_04-54-02_279615.ts,True,-26.080777778,26.080777778
2026-06-19 06:07:06.916000,06:07:06 - 06:07:15,DB,Jean Cairns,Machine,0:00:09,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 06:07:06.916,2026-06-19 06:07:06.916,112,0.15,73.0,2026-06-19 06:06:49.062222222,2026-06-19 06:06:56.183333333,1.0,cortexvpu-01a-005-41884872_2026-06-19_05-06-47_285429.ts,cortexvpu-01a-005-41884872_2026-06-19_05-06-47_285429.ts,True,-17.853777778,17.853777778
2026-06-19 06:07:43.966000,06:07:43 - 06:07:52,DB,Jean Cairns,Machine,0:00:09,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 06:07:43.966,2026-06-19 06:07:43.966,113,0.15,73.0,2026-06-19 06:06:49.062222222,2026-06-19 06:06:56.183333333,1.0,cortexvpu-01a-005-41884872_2026-06-19_05-06-47_285429.ts,cortexvpu-01a-005-41884872_2026-06-19_05-06-47_285429.ts,True,-54.903777778,54.903777778
2026-06-19 06:22:51.420000,06:22:51 - 06:23:08,DB,Jean Cairns,Machine,0:00:17,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 06:22:51.420,2026-06-19 06:22:51.420,114,0.2833333333333333,77.0,2026-06-19 06:22:12.527777778,2026-06-19 06:22:20.486666667,1.0,cortexvpu-01a-005-41884872_2026-06-19_05-21-54_544660.ts,cortexvpu-01a-005-41884872_2026-06-19_05-21-54_544660.ts,True,-38.892222222,38.892222222
2026-06-19 09:24:27.415000,09:24:27 - 09:25:19,DB,Sarah Williams,Machine,0:00:52,,Shrinkwrapper,Infeed > Container,Fallen,TP4,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 09:24:27.415,2026-06-19 09:24:27.415,115,0.8666666666666667,104.0,2026-06-19 09:24:16.062222222,2026-06-19 09:24:19.993333333,1.0,cortexvpu-01a-005-41884872_2026-06-19_08-24-14_476679.ts,cortexvpu-01a-005-41884872_2026-06-19_08-24-14_476679.ts,True,-11.352777778,11.352777778
2026-06-19 09:59:37.178000,09:59:37 - 10:00:06,DB,Dagmara Smialek,Machine,0:00:29,,Shrinkwrapper,Infeed > Container,Fallen,TP12,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 09:59:37.178,2026-06-19 09:59:37.178,116,0.48333333333333334,106.0,2026-06-19 09:58:55.500000000,2026-06-19 09:59:06.916666667,1.0,cortexvpu-01a-005-41884872_2026-06-19_08-58-28_840269.ts,cortexvpu-01a-005-41884872_2026-06-19_08-58-28_840269.ts,True,-41.678,41.678
2026-06-19 10:47:58.705000,10:47:58 - 10:48:34,DB,Dagmara Smialek,Machine,0:00:36,,Shrinkwrapper,Auto Splicer > Container,Fallen,TP12,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 10:47:58.705,2026-06-19 10:47:58.705,117,0.6,112.0,2026-06-19 10:47:27.166666667,2026-06-19 10:47:34.416666667,1.0,cortexvpu-01a-005-41884872_2026-06-19_09-47-27_645206.ts,cortexvpu-01a-005-41884872_2026-06-19_09-47-27_645206.ts,True,-31.538333333,31.538333333
2026-06-19 11:00:26.633000,11:00:26 - 11:00:48,DB,Dagmara Smialek,Machine,0:00:22,,Shrinkwrapper,Auto Splicer > Container,Fallen,TP12,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 11:00:26.633,2026-06-19 11:00:26.633,118,0.36666666666666664,113.0,2026-06-19 10:59:33.250000000,2026-06-19 10:59:46.250000000,1.0,cortexvpu-01a-005-41884872_2026-06-19_09-59-14_567153.ts,cortexvpu-01a-005-41884872_2026-06-19_09-59-14_567153.ts,True,-53.383,53.383
2026-06-19 11:29:28.470000,11:29:28 - 11:29:59,DB,Dagmara Smialek,Machine,0:00:31,,Shrinkwrapper,Infeed > Container,Fallen,TP12,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 11:29:28.470,2026-06-19 11:29:28.470,119,0.5166666666666667,115.0,2026-06-19 11:28:56.916666667,2026-06-19 11:28:59.833333333,1.0,cortexvpu-01a-005-41884872_2026-06-19_10-28-55_633641.ts,cortexvpu-01a-005-41884872_2026-06-19_10-28-55_633641.ts,True,-31.553333333,31.553333333
2026-06-19 12:22:03.263000,12:22:03 - 12:23:00,DB,Dagmara Smialek,Machine,0:00:57,,Shrinkwrapper,Infeed > Container,Fallen,TP12,770116 JW BLACK 0.05L 40% 10x12 US,L6170CL001,,12578718,2026-06-19 12:22:03.263,2026-06-19 12:22:03.263,120,0.95,126.0,2026-06-19 12:22:23.750000000,2026-06-19 12:22:25.833333333,1.0,cortexvpu-01a-005-41884872_2026-06-19_11-21-59_669440.ts,cortexvpu-01a-005-41884872_2026-06-19_11-21-59_669440.ts,True,20.487,20.487
2026-06-19 13:01:30.552000,13:01:30 - 13:02:16,DB,Stuart McCandless,Unplanned operational,0:00:46,,Material Performance,Incompatable,Shrinkwrap,Shrinkwrapper,770116 JW BLACK 0.05L 40% 10x12 US,L6170CL001,,12578718,2026-06-19 13:01:30.552,2026-06-19 13:01:30.552,121,0.7666666666666667,136.0,2026-06-19 13:00:49.166666667,2026-06-19 13:01:00.333333333,1.0,cortexvpu-01a-005-41884872_2026-06-19_11-59-57_720287.ts,cortexvpu-01a-005-41884872_2026-06-19_11-59-57_720287.ts,True,-41.385333333,41.385333333
2026-06-19 13:10:13.714000,13:10:13 - 13:11:25,DB,Stuart McCandless,Unplanned operational,0:01:12,,Material Performance,Incompatable,Shrinkwrap,Shrinkwrapper,770116 JW BLACK 0.05L 40% 10x12 US,L6170CL001,,12578718,2026-06-19 13:10:13.714,2026-06-19 13:10:13.714,122,1.2,138.0,2026-06-19 13:09:37.750000000,2026-06-19 13:09:52.250000000,1.0,cortexvpu-01a-005-41884872_2026-06-19_12-09-14_766334.ts,cortexvpu-01a-005-41884872_2026-06-19_12-09-14_766334.ts,True,-35.964,35.964
2026-06-19 13:28:04.968000,13:28:04 - 13:29:56,DB,Stuart McCandless,Unplanned operational,0:01:51,,Material Performance,Incompatable,Shrinkwrap,Shrinkwrapper,770116 JW BLACK 0.05L 40% 10x12 US,L6170CL001,,12578718,2026-06-19 13:28:04.968,2026-06-19 13:28:04.968,123,1.85,142.0,2026-06-19 13:28:05.166666667,2026-06-19 13:28:08.166666667,1.0,cortexvpu-01a-005-41884872_2026-06-19_12-28-05_661644.ts,cortexvpu-01a-005-41884872_2026-06-19_12-28-05_661644.ts,True,0.198666667,0.198666667
2026-06-19 13:31:32.355000,13:31:32 - 13:33:15,DB,Stuart McCandless,Unplanned operational,0:01:43,,Material Performance,Incompatable,Shrinkwrap,Shrinkwrapper,770116 JW BLACK 0.05L 40% 10x12 US,L6170CL001,,12578718,2026-06-19 13:31:32.355,2026-06-19 13:31:32.355,124,1.7166666666666666,146.0,2026-06-19 13:31:35.166666667,2026-06-19 13:31:37.916666667,1.0,cortexvpu-01a-005-41884872_2026-06-19_12-31-35_933333.ts,cortexvpu-01a-005-41884872_2026-06-19_12-31-35_933333.ts,True,2.811666667,2.811666667
2026-06-19 13:34:43.611000,13:34:43 - 13:36:21,DB,Stuart McCandless,Unplanned operational,0:01:38,,Material Performance,Incompatable,Shrinkwrap,Shrinkwrapper,770116 JW BLACK 0.05L 40% 10x12 US,L6170CL001,,12578718,2026-06-19 13:34:43.611,2026-06-19 13:34:43.611,125,1.6333333333333333,,,,,,,False,,
