grouped_stop_id,grouped_stop_start_time,grouped_stop_end_time,grouped_stop_duration_seconds,raw_detections_in_group,first_video_in_group,last_video_in_group,nearest_harford_stop_id,nearest_harford_stop_start_time,nearest_harford_stop_end_time,signed_seconds_from_nearest_harford_start,absolute_seconds_from_nearest_harford_start,starts_inside_harford_duration,containing_harford_stop_id,containing_harford_stop_start_time,containing_harford_stop_end_time,seconds_after_containing_harford_start,seconds_before_containing_harford_end,overlaps_harford_duration,best_overlap_harford_stop_id,best_overlap_seconds
103,2026-06-19 09:23:47.144444444,2026-06-19 09:24:05.221111111,18.076666667,1,cortexvpu-01a-005-41884872_2026-06-19_08-23-03_524141.ts,cortexvpu-01a-005-41884872_2026-06-19_08-23-03_524141.ts,115,2026-06-19 09:24:27.415,2026-06-19 09:25:19.415,-40.270555556,40.270555556,False,,,,,,False,,0.0
104,2026-06-19 09:24:16.062222222,2026-06-19 09:24:19.993333333,3.931111111,1,cortexvpu-01a-005-41884872_2026-06-19_08-24-14_476679.ts,cortexvpu-01a-005-41884872_2026-06-19_08-24-14_476679.ts,115,2026-06-19 09:24:27.415,2026-06-19 09:25:19.415,-11.352777778,11.352777778,False,,,,,,False,,0.0
105,2026-06-19 09:44:11.157777778,2026-06-19 09:44:16.281111110,5.123333332,1,cortexvpu-01a-005-41884872_2026-06-19_08-43-10_715128.ts,cortexvpu-01a-005-41884872_2026-06-19_08-43-10_715128.ts,116,2026-06-19 09:59:37.178,2026-06-19 10:00:06.178,-926.020222222,926.020222222,False,,,,,,False,,0.0
106,2026-06-19 09:58:55.500000000,2026-06-19 09:59:06.916666667,11.416666667,1,cortexvpu-01a-005-41884872_2026-06-19_08-58-28_840269.ts,cortexvpu-01a-005-41884872_2026-06-19_08-58-28_840269.ts,116,2026-06-19 09:59:37.178,2026-06-19 10:00:06.178,-41.678,41.678,False,,,,,,False,,0.0
107,2026-06-19 10:01:08.166666667,2026-06-19 10:01:16.000000000,7.833333333,1,cortexvpu-01a-005-41884872_2026-06-19_09-00-52_902596.ts,cortexvpu-01a-005-41884872_2026-06-19_09-00-52_902596.ts,116,2026-06-19 09:59:37.178,2026-06-19 10:00:06.178,90.988666667,90.988666667,False,,,,,,False,,0.0
108,2026-06-19 10:19:04.000000000,2026-06-19 10:19:09.750000000,5.75,1,cortexvpu-01a-005-41884872_2026-06-19_09-18-59_591494.ts,cortexvpu-01a-005-41884872_2026-06-19_09-18-59_591494.ts,116,2026-06-19 09:59:37.178,2026-06-19 10:00:06.178,1166.822,1166.822,False,,,,,,False,,0.0
109,2026-06-19 10:29:19.583333333,2026-06-19 10:29:31.416666667,11.833333334,1,cortexvpu-01a-005-41884872_2026-06-19_09-29-14_563219.ts,cortexvpu-01a-005-41884872_2026-06-19_09-29-14_563219.ts,117,2026-06-19 10:47:58.705,2026-06-19 10:48:34.705,-1119.121666667,1119.121666667,False,,,,,,False,,0.0
110,2026-06-19 10:46:31.500000000,2026-06-19 10:46:36.333333333,4.833333333,2,cortexvpu-01a-005-41884872_2026-06-19_09-45-54_679689.ts,cortexvpu-01a-005-41884872_2026-06-19_09-46-35_577051.ts,117,2026-06-19 10:47:58.705,2026-06-19 10:48:34.705,-87.205,87.205,False,,,,,,False,,0.0
111,2026-06-19 10:46:48.166666667,2026-06-19 10:46:52.333333333,4.166666666,1,cortexvpu-01a-005-41884872_2026-06-19_09-46-48_900000.ts,cortexvpu-01a-005-41884872_2026-06-19_09-46-48_900000.ts,117,2026-06-19 10:47:58.705,2026-06-19 10:48:34.705,-70.538333333,70.538333333,False,,,,,,False,,0.0
112,2026-06-19 10:47:27.166666667,2026-06-19 10:47:34.416666667,7.25,1,cortexvpu-01a-005-41884872_2026-06-19_09-47-27_645206.ts,cortexvpu-01a-005-41884872_2026-06-19_09-47-27_645206.ts,117,2026-06-19 10:47:58.705,2026-06-19 10:48:34.705,-31.538333333,31.538333333,False,,,,,,False,,0.0
113,2026-06-19 10:59:33.250000000,2026-06-19 10:59:46.250000000,13.0,1,cortexvpu-01a-005-41884872_2026-06-19_09-59-14_567153.ts,cortexvpu-01a-005-41884872_2026-06-19_09-59-14_567153.ts,118,2026-06-19 11:00:26.633,2026-06-19 11:00:48.633,-53.383,53.383,False,,,,,,False,,0.0
114,2026-06-19 11:28:38.916666667,2026-06-19 11:28:42.916666667,4.0,1,cortexvpu-01a-005-41884872_2026-06-19_10-26-59_681586.ts,cortexvpu-01a-005-41884872_2026-06-19_10-26-59_681586.ts,119,2026-06-19 11:29:28.470,2026-06-19 11:29:59.470,-49.553333333,49.553333333,False,,,,,,False,,0.0
115,2026-06-19 11:28:56.916666667,2026-06-19 11:28:59.833333333,2.916666666,1,cortexvpu-01a-005-41884872_2026-06-19_10-28-55_633641.ts,cortexvpu-01a-005-41884872_2026-06-19_10-28-55_633641.ts,119,2026-06-19 11:29:28.470,2026-06-19 11:29:59.470,-31.553333333,31.553333333,False,,,,,,False,,0.0
116,2026-06-19 11:39:34.916666667,2026-06-19 11:39:39.666666667,4.75,1,cortexvpu-01a-005-41884872_2026-06-19_10-38-35_581824.ts,cortexvpu-01a-005-41884872_2026-06-19_10-38-35_581824.ts,119,2026-06-19 11:29:28.470,2026-06-19 11:29:59.470,606.446666667,606.446666667,False,,,,,,False,,0.0
117,2026-06-19 11:48:11.250000000,2026-06-19 11:48:16.500000000,5.25,1,cortexvpu-01a-005-41884872_2026-06-19_10-46-59_672629.ts,cortexvpu-01a-005-41884872_2026-06-19_10-46-59_672629.ts,119,2026-06-19 11:29:28.470,2026-06-19 11:29:59.470,1122.78,1122.78,False,,,,,,False,,0.0
118,2026-06-19 12:00:22.666666667,2026-06-19 12:00:24.833333333,2.166666666,1,cortexvpu-01a-005-41884872_2026-06-19_10-59-43_033333.ts,cortexvpu-01a-005-41884872_2026-06-19_10-59-43_033333.ts,120,2026-06-19 12:22:03.263,2026-06-19 12:23:00.263,-1300.596333333,1300.596333333,False,,,,,,False,,0.0
119,2026-06-19 12:03:11.750000000,2026-06-19 12:03:47.166666667,35.416666667,1,cortexvpu-01a-005-41884872_2026-06-19_11-02-58_900000.ts,cortexvpu-01a-005-41884872_2026-06-19_11-02-58_900000.ts,120,2026-06-19 12:22:03.263,2026-06-19 12:23:00.263,-1131.513,1131.513,False,,,,,,False,,0.0
120,2026-06-19 12:04:20.166666667,2026-06-19 12:04:32.916666667,12.75,1,cortexvpu-01a-005-41884872_2026-06-19_11-04-03_900000.ts,cortexvpu-01a-005-41884872_2026-06-19_11-04-03_900000.ts,120,2026-06-19 12:22:03.263,2026-06-19 12:23:00.263,-1063.096333333,1063.096333333,False,,,,,,False,,0.0
121,2026-06-19 12:05:24.250000000,2026-06-19 12:05:26.666666667,2.416666667,1,cortexvpu-01a-005-41884872_2026-06-19_11-05-24_900000.ts,cortexvpu-01a-005-41884872_2026-06-19_11-05-24_900000.ts,120,2026-06-19 12:22:03.263,2026-06-19 12:23:00.263,-999.013,999.013,False,,,,,,False,,0.0
122,2026-06-19 12:05:40.166666667,2026-06-19 12:05:41.833333333,1.666666666,1,cortexvpu-01a-005-41884872_2026-06-19_11-05-39_050000.ts,cortexvpu-01a-005-41884872_2026-06-19_11-05-39_050000.ts,120,2026-06-19 12:22:03.263,2026-06-19 12:23:00.263,-983.096333333,983.096333333,False,,,,,,False,,0.0
123,2026-06-19 12:06:12.166666667,2026-06-19 12:06:14.333333333,2.166666666,1,cortexvpu-01a-005-41884872_2026-06-19_11-06-12_900000.ts,cortexvpu-01a-005-41884872_2026-06-19_11-06-12_900000.ts,120,2026-06-19 12:22:03.263,2026-06-19 12:23:00.263,-951.096333333,951.096333333,False,,,,,,False,,0.0
124,2026-06-19 12:07:13.166666667,2026-06-19 12:07:15.583333333,2.416666666,1,cortexvpu-01a-005-41884872_2026-06-19_11-07-13_900000.ts,cortexvpu-01a-005-41884872_2026-06-19_11-07-13_900000.ts,120,2026-06-19 12:22:03.263,2026-06-19 12:23:00.263,-890.096333333,890.096333333,False,,,,,,False,,0.0
125,2026-06-19 12:21:14.666666667,2026-06-19 12:21:18.333333333,3.666666666,1,cortexvpu-01a-005-41884872_2026-06-19_11-20-06_066667.ts,cortexvpu-01a-005-41884872_2026-06-19_11-20-06_066667.ts,120,2026-06-19 12:22:03.263,2026-06-19 12:23:00.263,-48.596333333,48.596333333,False,,,,,,False,,0.0
126,2026-06-19 12:22:23.750000000,2026-06-19 12:22:25.833333333,2.083333333,1,cortexvpu-01a-005-41884872_2026-06-19_11-21-59_669440.ts,cortexvpu-01a-005-41884872_2026-06-19_11-21-59_669440.ts,120,2026-06-19 12:22:03.263,2026-06-19 12:23:00.263,20.487,20.487,True,120,2026-06-19 12:22:03.263,2026-06-19 12:23:00.263,20.487,36.513,True,120,2.083333
127,2026-06-19 12:31:56.666666667,2026-06-19 12:32:04.416666667,7.75,2,cortexvpu-01a-005-41884872_2026-06-19_11-30-07_756523.ts,cortexvpu-01a-005-41884872_2026-06-19_11-32-03_669570.ts,120,2026-06-19 12:22:03.263,2026-06-19 12:23:00.263,593.403666667,593.403666667,False,,,,,,False,,0.0
128,2026-06-19 12:36:10.250000000,2026-06-19 12:36:19.666666667,9.416666667,1,cortexvpu-01a-005-41884872_2026-06-19_11-35-55_672958.ts,cortexvpu-01a-005-41884872_2026-06-19_11-35-55_672958.ts,120,2026-06-19 12:22:03.263,2026-06-19 12:23:00.263,846.987,846.987,False,,,,,,False,,0.0
129,2026-06-19 12:42:43.916666667,2026-06-19 12:43:03.000000000,19.083333333,1,cortexvpu-01a-005-41884872_2026-06-19_11-41-43_735809.ts,cortexvpu-01a-005-41884872_2026-06-19_11-41-43_735809.ts,121,2026-06-19 13:01:30.552,2026-06-19 13:02:16.552,-1126.635333333,1126.635333333,False,,,,,,False,,0.0
130,2026-06-19 12:43:45.166666667,2026-06-19 12:43:47.500000000,2.333333333,1,cortexvpu-01a-005-41884872_2026-06-19_11-43-45_100000.ts,cortexvpu-01a-005-41884872_2026-06-19_11-43-45_100000.ts,121,2026-06-19 13:01:30.552,2026-06-19 13:02:16.552,-1065.385333333,1065.385333333,False,,,,,,False,,0.0
131,2026-06-19 12:43:53.250000000,2026-06-19 12:44:04.333333333,11.083333333,3,cortexvpu-01a-005-41884872_2026-06-19_11-43-49_100000.ts,cortexvpu-01a-005-41884872_2026-06-19_11-44-00_100000.ts,121,2026-06-19 13:01:30.552,2026-06-19 13:02:16.552,-1057.302,1057.302,False,,,,,,False,,0.0
132,2026-06-19 12:46:02.750000000,2026-06-19 12:46:03.916666667,1.166666667,1,cortexvpu-01a-005-41884872_2026-06-19_11-45-53_685450.ts,cortexvpu-01a-005-41884872_2026-06-19_11-45-53_685450.ts,121,2026-06-19 13:01:30.552,2026-06-19 13:02:16.552,-927.802,927.802,False,,,,,,False,,0.0
133,2026-06-19 12:46:38.166666667,2026-06-19 12:46:42.250000000,4.083333333,1,cortexvpu-01a-005-41884872_2026-06-19_11-46-38_100000.ts,cortexvpu-01a-005-41884872_2026-06-19_11-46-38_100000.ts,121,2026-06-19 13:01:30.552,2026-06-19 13:02:16.552,-892.385333333,892.385333333,False,,,,,,False,,0.0
134,2026-06-19 12:51:42.000000000,2026-06-19 12:51:52.416666667,10.416666667,1,cortexvpu-01a-005-41884872_2026-06-19_11-50-27_708894.ts,cortexvpu-01a-005-41884872_2026-06-19_11-50-27_708894.ts,121,2026-06-19 13:01:30.552,2026-06-19 13:02:16.552,-588.552,588.552,False,,,,,,False,,0.0
135,2026-06-19 12:54:38.750000000,2026-06-19 12:54:55.500000000,16.75,1,cortexvpu-01a-005-41884872_2026-06-19_11-54-19_746414.ts,cortexvpu-01a-005-41884872_2026-06-19_11-54-19_746414.ts,121,2026-06-19 13:01:30.552,2026-06-19 13:02:16.552,-411.802,411.802,False,,,,,,False,,0.0
136,2026-06-19 13:00:49.166666667,2026-06-19 13:01:00.333333333,11.166666666,1,cortexvpu-01a-005-41884872_2026-06-19_11-59-57_720287.ts,cortexvpu-01a-005-41884872_2026-06-19_11-59-57_720287.ts,121,2026-06-19 13:01:30.552,2026-06-19 13:02:16.552,-41.385333333,41.385333333,False,,,,,,False,,0.0
137,2026-06-19 13:07:58.416666667,2026-06-19 13:08:05.250000000,6.833333333,1,cortexvpu-01a-005-41884872_2026-06-19_12-07-18_776642.ts,cortexvpu-01a-005-41884872_2026-06-19_12-07-18_776642.ts,122,2026-06-19 13:10:13.714,2026-06-19 13:11:25.714,-135.297333333,135.297333333,False,,,,,,False,,0.0
138,2026-06-19 13:09:37.750000000,2026-06-19 13:09:52.250000000,14.5,1,cortexvpu-01a-005-41884872_2026-06-19_12-09-14_766334.ts,cortexvpu-01a-005-41884872_2026-06-19_12-09-14_766334.ts,122,2026-06-19 13:10:13.714,2026-06-19 13:11:25.714,-35.964,35.964,False,,,,,,False,,0.0
139,2026-06-19 13:21:15.166666667,2026-06-19 13:21:26.416666667,11.25,1,cortexvpu-01a-005-41884872_2026-06-19_12-20-21_699931.ts,cortexvpu-01a-005-41884872_2026-06-19_12-20-21_699931.ts,123,2026-06-19 13:28:04.968,2026-06-19 13:29:55.968,-409.801333333,409.801333333,False,,,,,,False,,0.0
140,2026-06-19 13:22:17.166666667,2026-06-19 13:22:20.916666667,3.75,1,cortexvpu-01a-005-41884872_2026-06-19_12-22-17_727490.ts,cortexvpu-01a-005-41884872_2026-06-19_12-22-17_727490.ts,123,2026-06-19 13:28:04.968,2026-06-19 13:29:55.968,-347.801333333,347.801333333,False,,,,,,False,,0.0
141,2026-06-19 13:27:28.666666667,2026-06-19 13:27:47.250000000,18.583333333,1,cortexvpu-01a-005-41884872_2026-06-19_12-26-09_772049.ts,cortexvpu-01a-005-41884872_2026-06-19_12-26-09_772049.ts,123,2026-06-19 13:28:04.968,2026-06-19 13:29:55.968,-36.301333333,36.301333333,False,,,,,,False,,0.0
142,2026-06-19 13:28:05.166666667,2026-06-19 13:28:08.166666667,3.0,1,cortexvpu-01a-005-41884872_2026-06-19_12-28-05_661644.ts,cortexvpu-01a-005-41884872_2026-06-19_12-28-05_661644.ts,123,2026-06-19 13:28:04.968,2026-06-19 13:29:55.968,0.198666667,0.198666667,True,123,2026-06-19 13:28:04.968,2026-06-19 13:29:55.968,0.198666667,110.801333,True,123,3.0
143,2026-06-19 13:28:34.166666667,2026-06-19 13:28:37.916666667,3.75,1,cortexvpu-01a-005-41884872_2026-06-19_12-28-34_150000.ts,cortexvpu-01a-005-41884872_2026-06-19_12-28-34_150000.ts,123,2026-06-19 13:28:04.968,2026-06-19 13:29:55.968,29.198666667,29.198666667,True,123,2026-06-19 13:28:04.968,2026-06-19 13:29:55.968,29.198666667,81.801333,True,123,3.75
144,2026-06-19 13:30:27.166666667,2026-06-19 13:30:31.916666667,4.75,1,cortexvpu-01a-005-41884872_2026-06-19_12-30-27_755517.ts,cortexvpu-01a-005-41884872_2026-06-19_12-30-27_755517.ts,124,2026-06-19 13:31:32.355,2026-06-19 13:33:15.355,-65.188333333,65.188333333,False,,,,,,False,,0.0
145,2026-06-19 13:31:24.166666667,2026-06-19 13:31:32.333333333,8.166666666,1,cortexvpu-01a-005-41884872_2026-06-19_12-31-23_166667.ts,cortexvpu-01a-005-41884872_2026-06-19_12-31-23_166667.ts,124,2026-06-19 13:31:32.355,2026-06-19 13:33:15.355,-8.188333333,8.188333333,False,,,,,,False,,0.0
146,2026-06-19 13:31:35.166666667,2026-06-19 13:31:37.916666667,2.75,1,cortexvpu-01a-005-41884872_2026-06-19_12-31-35_933333.ts,cortexvpu-01a-005-41884872_2026-06-19_12-31-35_933333.ts,124,2026-06-19 13:31:32.355,2026-06-19 13:33:15.355,2.811666667,2.811666667,True,124,2026-06-19 13:31:32.355,2026-06-19 13:33:15.355,2.811666667,100.188333,True,124,2.75
147,2026-06-19 13:40:28.583333333,2026-06-19 13:40:39.083333333,10.5,1,cortexvpu-01a-005-41884872_2026-06-19_12-39-53_774504.ts,cortexvpu-01a-005-41884872_2026-06-19_12-39-53_774504.ts,126,2026-06-19 13:41:13.472,2026-06-19 13:42:47.472,-44.888666667,44.888666667,False,,,,,,False,,0.0
148,2026-06-19 13:41:49.166666667,2026-06-19 13:41:52.083333333,2.916666666,1,cortexvpu-01a-005-41884872_2026-06-19_12-41-49_723059.ts,cortexvpu-01a-005-41884872_2026-06-19_12-41-49_723059.ts,126,2026-06-19 13:41:13.472,2026-06-19 13:42:47.472,35.694666667,35.694666667,True,126,2026-06-19 13:41:13.472,2026-06-19 13:42:47.472,35.694666667,58.305333,True,126,2.916666
149,2026-06-19 13:45:44.916666667,2026-06-19 13:45:50.333333333,5.416666666,1,cortexvpu-01a-005-41884872_2026-06-19_12-45-21_900000.ts,cortexvpu-01a-005-41884872_2026-06-19_12-45-21_900000.ts,127,2026-06-19 13:47:20.369,2026-06-19 13:49:18.369,-95.452333333,95.452333333,False,,,,,,False,,0.0
150,2026-06-19 13:47:14.166666667,2026-06-19 13:47:15.416666667,1.25,1,cortexvpu-01a-005-41884872_2026-06-19_12-47-14_776702.ts,cortexvpu-01a-005-41884872_2026-06-19_12-47-14_776702.ts,127,2026-06-19 13:47:20.369,2026-06-19 13:49:18.369,-6.202333333,6.202333333,False,,,,,,False,,0.0
151,2026-06-19 13:47:42.166666667,2026-06-19 13:47:50.916666667,8.75,1,cortexvpu-01a-005-41884872_2026-06-19_12-47-42_183333.ts,cortexvpu-01a-005-41884872_2026-06-19_12-47-42_183333.ts,127,2026-06-19 13:47:20.369,2026-06-19 13:49:18.369,21.797666667,21.797666667,True,127,2026-06-19 13:47:20.369,2026-06-19 13:49:18.369,21.797666667,96.202333,True,127,8.75
152,2026-06-19 13:48:01.166666667,2026-06-19 13:48:04.166666667,3.0,1,cortexvpu-01a-005-41884872_2026-06-19_12-48-01_900000.ts,cortexvpu-01a-005-41884872_2026-06-19_12-48-01_900000.ts,127,2026-06-19 13:47:20.369,2026-06-19 13:49:18.369,40.797666667,40.797666667,True,127,2026-06-19 13:47:20.369,2026-06-19 13:49:18.369,40.797666667,77.202333,True,127,3.0
153,2026-06-19 13:54:27.833333333,2026-06-19 13:54:44.500000000,16.666666667,1,cortexvpu-01a-005-41884872_2026-06-19_12-53-46_759612.ts,cortexvpu-01a-005-41884872_2026-06-19_12-53-46_759612.ts,127,2026-06-19 13:47:20.369,2026-06-19 13:49:18.369,427.464333333,427.464333333,False,,,,,,False,,0.0
154,2026-06-19 13:55:58.333333333,2026-06-19 13:56:08.916666667,10.583333334,1,cortexvpu-01a-005-41884872_2026-06-19_12-55-42_785232.ts,cortexvpu-01a-005-41884872_2026-06-19_12-55-42_785232.ts,127,2026-06-19 13:47:20.369,2026-06-19 13:49:18.369,517.964333333,517.964333333,False,,,,,,False,,0.0
155,2026-06-19 13:57:29.166666667,2026-06-19 13:57:43.083333333,13.916666666,3,cortexvpu-01a-005-41884872_2026-06-19_12-57-29_200000.ts,cortexvpu-01a-005-41884872_2026-06-19_12-57-38_200000.ts,127,2026-06-19 13:47:20.369,2026-06-19 13:49:18.369,608.797666667,608.797666667,False,,,,,,False,,0.0
156,2026-06-19 13:59:21.166666667,2026-06-19 13:59:26.166666667,5.0,1,cortexvpu-01a-005-41884872_2026-06-19_12-59-21_200000.ts,cortexvpu-01a-005-41884872_2026-06-19_12-59-21_200000.ts,127,2026-06-19 13:47:20.369,2026-06-19 13:49:18.369,720.797666667,720.797666667,False,,,,,,False,,0.0
157,2026-06-19 13:59:30.166666667,2026-06-19 13:59:32.000000000,1.833333333,1,cortexvpu-01a-005-41884872_2026-06-19_12-59-30_200000.ts,cortexvpu-01a-005-41884872_2026-06-19_12-59-30_200000.ts,127,2026-06-19 13:47:20.369,2026-06-19 13:49:18.369,729.797666667,729.797666667,False,,,,,,False,,0.0
158,2026-06-19 13:59:45.166666667,2026-06-19 13:59:50.250000000,5.083333333,2,cortexvpu-01a-005-41884872_2026-06-19_12-59-45_200000.ts,cortexvpu-01a-005-41884872_2026-06-19_12-59-33_200000.ts,127,2026-06-19 13:47:20.369,2026-06-19 13:49:18.369,744.797666667,744.797666667,False,,,,,,False,,0.0
159,2026-06-19 13:59:53.166666667,2026-06-19 13:59:56.750000000,3.583333333,1,cortexvpu-01a-005-41884872_2026-06-19_12-59-53_933333.ts,cortexvpu-01a-005-41884872_2026-06-19_12-59-53_933333.ts,127,2026-06-19 13:47:20.369,2026-06-19 13:49:18.369,752.797666667,752.797666667,False,,,,,,False,,0.0
160,2026-06-19 14:00:18.166666667,2026-06-19 14:00:21.166666667,3.0,1,cortexvpu-01a-005-41884872_2026-06-19_13-00-18_900000.ts,cortexvpu-01a-005-41884872_2026-06-19_13-00-18_900000.ts,127,2026-06-19 13:47:20.369,2026-06-19 13:49:18.369,777.797666667,777.797666667,False,,,,,,False,,0.0
161,2026-06-19 14:17:31.166666667,2026-06-19 14:17:44.166666667,13.0,1,cortexvpu-01a-005-41884872_2026-06-19_13-17-18_821097.ts,cortexvpu-01a-005-41884872_2026-06-19_13-17-18_821097.ts,128,2026-06-19 14:18:22.154,2026-06-19 14:20:56.154,-50.987333333,50.987333333,False,,,,,,False,,0.0
162,2026-06-19 14:18:22.166666667,2026-06-19 14:18:28.583333333,6.416666666,1,cortexvpu-01a-005-41884872_2026-06-19_13-18-22_900000.ts,cortexvpu-01a-005-41884872_2026-06-19_13-18-22_900000.ts,128,2026-06-19 14:18:22.154,2026-06-19 14:20:56.154,0.012666667,0.012666667,True,128,2026-06-19 14:18:22.154,2026-06-19 14:20:56.154,0.012666667,153.987333,True,128,6.416666
163,2026-06-19 14:19:05.166666667,2026-06-19 14:19:08.333333333,3.166666666,1,cortexvpu-01a-005-41884872_2026-06-19_13-19-05_933333.ts,cortexvpu-01a-005-41884872_2026-06-19_13-19-05_933333.ts,128,2026-06-19 14:18:22.154,2026-06-19 14:20:56.154,43.012666667,43.012666667,True,128,2026-06-19 14:18:22.154,2026-06-19 14:20:56.154,43.012666667,110.987333,True,128,3.166666
164,2026-06-19 14:19:51.166666667,2026-06-19 14:19:53.750000000,2.583333333,1,cortexvpu-01a-005-41884872_2026-06-19_13-19-51_900000.ts,cortexvpu-01a-005-41884872_2026-06-19_13-19-51_900000.ts,128,2026-06-19 14:18:22.154,2026-06-19 14:20:56.154,89.012666667,89.012666667,True,128,2026-06-19 14:18:22.154,2026-06-19 14:20:56.154,89.012666667,64.987333,True,128,2.583333
165,2026-06-19 14:23:38.916666667,2026-06-19 14:23:44.250000000,5.333333333,1,cortexvpu-01a-005-41884872_2026-06-19_13-22-18_900000.ts,cortexvpu-01a-005-41884872_2026-06-19_13-22-18_900000.ts,129,2026-06-19 14:24:26.805,2026-06-19 14:24:53.805,-47.888333333,47.888333333,False,,,,,,False,,0.0
166,2026-06-19 14:30:39.583333333,2026-06-19 14:30:59.166666667,19.583333334,1,cortexvpu-01a-005-41884872_2026-06-19_13-29-59_917591.ts,cortexvpu-01a-005-41884872_2026-06-19_13-29-59_917591.ts,130,2026-06-19 14:31:30.673,2026-06-19 14:34:15.673,-51.089666667,51.089666667,False,,,,,,False,,0.0
167,2026-06-19 14:31:51.166666667,2026-06-19 14:31:53.666666667,2.5,1,cortexvpu-01a-005-41884872_2026-06-19_13-31-51_250000.ts,cortexvpu-01a-005-41884872_2026-06-19_13-31-51_250000.ts,130,2026-06-19 14:31:30.673,2026-06-19 14:34:15.673,20.493666667,20.493666667,True,130,2026-06-19 14:31:30.673,2026-06-19 14:34:15.673,20.493666667,144.506333,True,130,2.5
168,2026-06-19 14:31:58.166666667,2026-06-19 14:32:06.750000000,8.583333333,1,cortexvpu-01a-005-41884872_2026-06-19_13-31-58_250000.ts,cortexvpu-01a-005-41884872_2026-06-19_13-31-58_250000.ts,130,2026-06-19 14:31:30.673,2026-06-19 14:34:15.673,27.493666667,27.493666667,True,130,2026-06-19 14:31:30.673,2026-06-19 14:34:15.673,27.493666667,137.506333,True,130,8.583333
169,2026-06-19 14:32:28.166666667,2026-06-19 14:32:31.000000000,2.833333333,1,cortexvpu-01a-005-41884872_2026-06-19_13-32-28_900000.ts,cortexvpu-01a-005-41884872_2026-06-19_13-32-28_900000.ts,130,2026-06-19 14:31:30.673,2026-06-19 14:34:15.673,57.493666667,57.493666667,True,130,2026-06-19 14:31:30.673,2026-06-19 14:34:15.673,57.493666667,107.506333,True,130,2.833333
170,2026-06-19 14:36:44.583333333,2026-06-19 14:36:56.666666667,12.083333334,1,cortexvpu-01a-005-41884872_2026-06-19_13-36-17_823189.ts,cortexvpu-01a-005-41884872_2026-06-19_13-36-17_823189.ts,130,2026-06-19 14:31:30.673,2026-06-19 14:34:15.673,313.910333333,313.910333333,False,,,,,,False,,0.0
171,2026-06-19 14:38:20.250000000,2026-06-19 14:38:22.666666667,2.416666667,1,cortexvpu-01a-005-41884872_2026-06-19_13-38-13_859589.ts,cortexvpu-01a-005-41884872_2026-06-19_13-38-13_859589.ts,131,2026-06-19 14:43:11.738,2026-06-19 14:44:36.738,-291.488,291.488,False,,,,,,False,,0.0
172,2026-06-19 14:39:39.166666667,2026-06-19 14:39:42.583333333,3.416666666,1,cortexvpu-01a-005-41884872_2026-06-19_13-39-39_966667.ts,cortexvpu-01a-005-41884872_2026-06-19_13-39-39_966667.ts,131,2026-06-19 14:43:11.738,2026-06-19 14:44:36.738,-212.571333333,212.571333333,False,,,,,,False,,0.0
173,2026-06-19 14:40:06.166666667,2026-06-19 14:40:08.916666667,2.75,1,cortexvpu-01a-005-41884872_2026-06-19_13-40-06_250000.ts,cortexvpu-01a-005-41884872_2026-06-19_13-40-06_250000.ts,131,2026-06-19 14:43:11.738,2026-06-19 14:44:36.738,-185.571333333,185.571333333,False,,,,,,False,,0.0
174,2026-06-19 14:52:33.833333333,2026-06-19 14:52:42.333333333,8.5,1,cortexvpu-01a-005-41884872_2026-06-19_13-52-19_874582.ts,cortexvpu-01a-005-41884872_2026-06-19_13-52-19_874582.ts,133,2026-06-19 14:53:19.827,2026-06-19 14:54:33.827,-45.993666667,45.993666667,False,,,,,,False,,0.0
175,2026-06-19 14:53:32.166666667,2026-06-19 14:53:35.166666667,3.0,1,cortexvpu-01a-005-41884872_2026-06-19_13-53-32_900000.ts,cortexvpu-01a-005-41884872_2026-06-19_13-53-32_900000.ts,133,2026-06-19 14:53:19.827,2026-06-19 14:54:33.827,12.339666667,12.339666667,True,133,2026-06-19 14:53:19.827,2026-06-19 14:54:33.827,12.339666667,61.660333,True,133,3.0
176,2026-06-19 14:56:58.666666667,2026-06-19 14:57:10.500000000,11.833333333,1,cortexvpu-01a-005-41884872_2026-06-19_13-55-25_943526.ts,cortexvpu-01a-005-41884872_2026-06-19_13-55-25_943526.ts,134,2026-06-19 14:57:47.430,2026-06-19 14:59:36.430,-48.763333333,48.763333333,False,,,,,,False,,0.0
177,2026-06-19 14:57:21.166666667,2026-06-19 14:57:22.916666667,1.75,1,cortexvpu-01a-005-41884872_2026-06-19_13-57-21_814112.ts,cortexvpu-01a-005-41884872_2026-06-19_13-57-21_814112.ts,134,2026-06-19 14:57:47.430,2026-06-19 14:59:36.430,-26.263333333,26.263333333,False,,,,,,False,,0.0
178,2026-06-19 15:07:03.083333333,2026-06-19 15:07:19.833333333,16.75,1,cortexvpu-01a-005-41884872_2026-06-19_14-07-01_945370.ts,cortexvpu-01a-005-41884872_2026-06-19_14-07-01_945370.ts,135,2026-06-19 15:07:55.753,2026-06-19 15:09:58.753,-52.669666667,52.669666667,False,,,,,,False,,0.0
