clip_name,clip_path,clip_index,cycle_index,phase_index,frame_number,cycle_start_frame,cycle_end_frame,alignment_score,fps
cortexvpu-01a-005-41884872_2026-06-18_21-14-05_784690_before_stop.mp4,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\stoppage_detection\stop_clips\cortexvpu-01a-005-41884872_2026-06-18_21-14-05_784690_before_stop.mp4,0,0,0,104,90,363,0.8627266496419906,155.0
cortexvpu-01a-005-41884872_2026-06-18_21-14-05_784690_before_stop.mp4,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\stoppage_detection\stop_clips\cortexvpu-01a-005-41884872_2026-06-18_21-14-05_784690_before_stop.mp4,0,0,1,131,90,363,0.8627266496419906,155.0
cortexvpu-01a-005-41884872_2026-06-18_21-14-05_784690_before_stop.mp4,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\stoppage_detection\stop_clips\cortexvpu-01a-005-41884872_2026-06-18_21-14-05_784690_before_stop.mp4,0,0,2,158,90,363,0.8627266496419906,155.0
cortexvpu-01a-005-41884872_2026-06-18_21-14-05_784690_before_stop.mp4,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\stoppage_detection\stop_clips\cortexvpu-01a-005-41884872_2026-06-18_21-14-05_784690_before_stop.mp4,0,1,0,378,364,637,0.8627266496419906,155.0
cortexvpu-01a-005-41884872_2026-06-18_21-14-05_784690_before_stop.mp4,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\stoppage_detection\stop_clips\cortexvpu-01a-005-41884872_2026-06-18_21-14-05_784690_before_stop.mp4,0,1,1,405,364,637,0.8627266496419906,155.0
cortexvpu-01a-005-41884872_2026-06-18_21-14-05_784690_before_stop.mp4,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\stoppage_detection\stop_clips\cortexvpu-01a-005-41884872_2026-06-18_21-14-05_784690_before_stop.mp4,0,1,2,432,364,637,0.8627266496419906,155.0
