data_present,start,end,valid_cycles,state,video_name,video_path,source,status,reason,n_cycles,cycle_frequency_hz,mean_cycle_frames,cycle_cv,reference_cycle_count,reference_cycle_frequency_hz,reference_mean_cycle_frames,cycle_frequency_ratio_to_reference,matches_reference_frequency,duration_s,fps,n_frames,detection_second,stoppage_context_clip_path,phase_error,inferred_stop_time,previous_video_name,next_video_name,gap_seconds_after_previous_video
y,2026-06-19_15-01-49,2026-06-19_15-03-04,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-01-49_004271.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-01-49_004271.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-01-49_004271.ts,ok,,9,0.5672268907563025,105.77777777777776,0.0039303123810279,5.0,0.5675655222864062,273.4,0.9994033613445376,y,75.58333333333333,60.0,4535,1.2166666666666666,,,,,,
y,2026-06-19_15-03-04,2026-06-19_15-05-01,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-03-04_400000.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-03-04_400000.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-03-04_400000.ts,ok,,5,0.5660377358490566,106.0,0.0133416373807523,5.0,0.5675655222864062,273.4,0.9973081761006288,y,116.63333333333334,60.0,6998,9.45,,,,,,
y,2026-06-19_15-04-58,2026-06-19_15-06-54,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-04-58_021450.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-04-58_021450.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-04-58_021450.ts,ok,,9,0.5660377358490566,106.0,0.0077027979332077,5.0,0.5675655222864062,273.4,0.9973081761006288,y,116.66666666666669,60.0,7000,1.1166666666666667,,,,,,
y,2026-06-19_15-06-54,2026-06-19_15-08-50,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-06-54_055726.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-06-54_055726.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-06-54_055726.ts,ok,,3,0.5660377358490566,106.0,0.0,5.0,0.5675655222864062,273.4,0.9973081761006288,y,116.6,60.0,6996,0.0833333333333333,,,,,,
y,2026-06-19_15-08-50,2026-06-19_15-10-46,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-08-50_015167.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-08-50_015167.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-08-50_015167.ts,ok,,9,0.5672268907563025,105.77777777777776,0.0059420737914274,5.0,0.5675655222864062,273.4,0.9994033613445376,y,116.65,60.0,6999,0.4,,,,,,
y,2026-06-19_15-10-46,2026-06-19_15-12-42,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-10-46_070918.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-10-46_070918.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-10-46_070918.ts,ok,,9,0.5660377358490566,106.0,0.0062893081760412,5.0,0.5675655222864062,273.4,0.9973081761006288,y,116.58333333333331,60.0,6995,0.7666666666666667,,,,,,
y,2026-06-19_15-12-41,2026-06-19_15-14-38,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-12-41_987241.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-12-41_987241.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-12-41_987241.ts,ok,,9,0.5672268907563025,105.77777777777776,0.0059420737914274,5.0,0.5675655222864062,273.4,0.9994033613445376,y,116.68333333333334,60.0,7001,1.15,,,,,,
y,2026-06-19_15-14-38,2026-06-19_15-16-34,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-14-38_088252.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-14-38_088252.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-14-38_088252.ts,ok,,13,0.5660377358490566,106.0,0.0037003044365346,5.0,0.5675655222864062,273.4,0.9973081761006288,y,116.58333333333331,60.0,6995,0.0833333333333333,,,,,,
y,2026-06-19_15-16-34,2026-06-19_15-18-30,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-16-34_006640.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-16-34_006640.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-16-34_006640.ts,ok,,9,0.5672268907563025,105.77777777777776,0.0039303123810279,5.0,0.5675655222864062,273.4,0.9994033613445376,y,116.63333333333334,60.0,6998,0.4166666666666667,,,,,,
y,2026-06-19_15-18-30,2026-06-19_15-20-26,n,present_no_valid_cycles,cortexvpu-01a-005-41884872_2026-06-19_15-18-30_055714.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-18-30_055714.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-18-30_055714.ts,no_valid_cycles,"found 0 cycle(s), need 2",0,,,,5.0,0.5675655222864062,273.4,,,116.63333333333334,60.0,6998,0.5833333333333334,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\stoppage_context_clips\cortexvpu-01a-005-41884872_2026-06-19_15-18-30_055714__context.mp4,,,,,
y,2026-06-19_15-20-26,2026-06-19_15-20-28,n,present_no_valid_cycles,cortexvpu-01a-005-41884872_2026-06-19_15-20-26_042709.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-20-26_042709.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-20-26_042709.ts,no_valid_cycles,"found 0 cycle(s), need 2",0,,,,5.0,0.5675655222864062,273.4,,,2.0,60.0,120,1.0333333333333334,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\stoppage_context_clips\cortexvpu-01a-005-41884872_2026-06-19_15-20-26_042709__context.mp4,,,,,
y,2026-06-19_15-20-27,2026-06-19_15-21-01,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-20-27_433333.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-20-27_433333.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-20-27_433333.ts,ok,,13,0.5648081100651702,106.23076923076924,0.0199361330887858,5.0,0.5675655222864062,273.4,0.9951416847694906,y,34.016666666666666,60.0,2041,0.3333333333333333,,,,,,
y,2026-06-19_15-20-58,2026-06-19_15-21-06,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-20-58_433333.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-20-58_433333.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-20-58_433333.ts,ok,,3,0.5678233438485805,105.66666666666669,0.0089224830432789,5.0,0.5675655222864062,273.4,1.0004542586750789,y,8.016666666666667,60.0,481,1.0333333333333334,,,,,,
y,2026-06-19_15-21-03,2026-06-19_15-23-00,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-21-03_433333.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-21-03_433333.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-21-03_433333.ts,ok,,6,0.5678233438485805,105.66666666666669,0.007053842200248,5.0,0.5675655222864062,273.4,1.0004542586750789,y,116.58333333333331,60.0,6995,1.65,,,,,,
y,2026-06-19_15-22-57,2026-06-19_15-24-46,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-22-57_017063.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-22-57_017063.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-22-57_017063.ts,ok,,3,0.5678233438485805,105.66666666666669,0.0044612415216394,5.0,0.5675655222864062,273.4,1.0004542586750789,y,109.25,60.0,6555,0.2666666666666666,,,,,,
y,2026-06-19_15-24-45,2026-06-19_15-26-31,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-24-45_933333.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-24-45_933333.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-24-45_933333.ts,ok,,7,0.5698778833107191,105.28571428571428,0.0411553619754655,5.0,0.5675655222864062,273.4,1.004074174581637,y,105.51666666666668,60.0,6331,0.2333333333333333,,,,,,
y,2026-06-19_15-26-28,2026-06-19_15-28-06,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-26-28_433333.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-26-28_433333.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-26-28_433333.ts,ok,,6,0.5669291338582677,105.83333333333331,0.0064930797253207,5.0,0.5675655222864062,273.4,0.9988787401574802,y,97.81666666666666,60.0,5869,8.2,,,,,,
y,2026-06-19_15-28-03,2026-06-19_15-29-32,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-28-03_933333.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-28-03_933333.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-28-03_933333.ts,ok,,10,0.5660377358490566,106.0,0.004218996183922,5.0,0.5675655222864062,273.4,0.9973081761006288,y,88.88333333333334,60.0,5333,1.5166666666666666,,,,,,
y,2026-06-19_15-29-29,2026-06-19_15-31-26,n,present_no_valid_cycles,cortexvpu-01a-005-41884872_2026-06-19_15-29-29_450000.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-29-29_450000.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-29-29_450000.ts,no_valid_cycles,"found 0 cycle(s), need 2",0,,,,5.0,0.5675655222864062,273.4,,,116.65,60.0,6999,0.1,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\stoppage_context_clips\cortexvpu-01a-005-41884872_2026-06-19_15-29-29_450000__context.mp4,,,,,
y,2026-06-19_15-31-23,2026-06-19_15-33-20,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-31-23_588934.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-31-23_588934.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-31-23_588934.ts,ok,,9,0.5660377358490566,106.0,0.0125786163520825,5.0,0.5675655222864062,273.4,0.9973081761006288,y,116.65,60.0,6999,0.9833333333333332,,,,,,
y,2026-06-19_15-33-19,2026-06-19_15-35-01,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-33-19_090601.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-33-19_090601.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-33-19_090601.ts,ok,,3,0.5678233438485805,105.66666666666669,0.0044612415216394,5.0,0.5675655222864062,273.4,1.0004542586750789,y,102.53333333333332,60.0,6152,1.1166666666666667,,,,,,
y,2026-06-19_15-35-00,2026-06-19_15-36-57,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-35-00_933333.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-35-00_933333.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-35-00_933333.ts,ok,,8,0.5667060212514758,105.875,0.0056621387523818,5.0,0.5675655222864062,273.4,0.9984856355765448,y,116.6,60.0,6996,0.2166666666666666,,,,,,
y,2026-06-19_15-36-54,2026-06-19_15-37-43,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-36-54_054821.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-36-54_054821.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-36-54_054821.ts,ok,,3,0.5660377358490566,106.0,0.0,5.0,0.5675655222864062,273.4,0.9973081761006288,y,49.7,60.0,2982,0.5,,,,,,
y,2026-06-19_15-37-43,2026-06-19_15-39-40,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-37-43_933333.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-37-43_933333.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-37-43_933333.ts,ok,,3,0.5642633228840126,106.33333333333331,0.0117293335007484,5.0,0.5675655222864062,273.4,0.9941818181818182,y,116.65,60.0,6999,1.3333333333333333,,,,,,
y,2026-06-19_15-39-37,2026-06-19_15-39-42,n,present_no_valid_cycles,cortexvpu-01a-005-41884872_2026-06-19_15-39-37_091643.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-39-37_091643.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-39-37_091643.ts,no_valid_cycles,"found 0 cycle(s), need 2",0,,,,5.0,0.5675655222864062,273.4,,,5.05,60.0,303,0.0333333333333333,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\stoppage_context_clips\cortexvpu-01a-005-41884872_2026-06-19_15-39-37_091643__context.mp4,,,,,
y,2026-06-19_15-39-41,2026-06-19_15-39-50,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-39-41_466667.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-39-41_466667.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-39-41_466667.ts,ok,,3,0.5660377358490566,106.0,0.0,5.0,0.5675655222864062,273.4,0.9973081761006288,y,9.066666666666666,60.0,544,1.2166666666666666,,,,,,
y,2026-06-19_15-39-47,2026-06-19_15-40-45,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-39-47_466667.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-39-47_466667.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-39-47_466667.ts,ok,,13,0.5656272661348803,106.07692307692308,0.0331677929685902,5.0,0.5675655222864062,273.4,0.9965849649504472,y,58.1,60.0,3486,0.65,,,,,,
y,2026-06-19_15-40-44,2026-06-19_15-40-58,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-40-44_000000.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-40-44_000000.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-40-44_000000.ts,ok,,6,0.5687203791469194,105.5,0.0072394560741112,5.0,0.5675655222864062,273.4,1.0020347551342812,y,14.133333333333333,60.0,848,1.05,,,,,,
y,2026-06-19_15-40-54,2026-06-19_15-42-11,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-40-54_933333.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-40-54_933333.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-40-54_933333.ts,ok,,12,0.5669291338582677,105.83333333333331,0.0064930797253207,5.0,0.5675655222864062,273.4,0.9988787401574802,y,76.18333333333334,60.0,4571,0.6666666666666666,,,,,,
y,2026-06-19_15-42-08,2026-06-19_15-42-41,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-42-08_000000.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-42-08_000000.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-42-08_000000.ts,ok,,12,0.5660377358490566,106.0,0.0038513989666038,5.0,0.5675655222864062,273.4,0.9973081761006288,y,33.21666666666667,60.0,1993,0.1833333333333333,,,,,,
y,2026-06-19_15-42-37,2026-06-19_15-42-46,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-42-37_933333.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-42-37_933333.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-42-37_933333.ts,ok,,3,0.5660377358490566,106.0,0.0,5.0,0.5675655222864062,273.4,0.9973081761006288,y,8.216666666666667,60.0,493,0.1833333333333333,,,,,,
y,2026-06-19_15-42-43,2026-06-19_15-44-22,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-42-43_466667.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-42-43_466667.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-42-43_466667.ts,ok,,11,0.5674978503869303,105.72727272727272,0.0042123641320034,5.0,0.5675655222864062,273.4,0.9998807681284034,y,99.31666666666666,60.0,5959,1.05,,,,,,
y,2026-06-19_15-44-20,2026-06-19_15-44-50,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-44-20_000000.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-44-20_000000.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-44-20_000000.ts,ok,,10,0.5660377358490566,106.0,0.0119331232458058,5.0,0.5675655222864062,273.4,0.9973081761006288,y,30.33333333333333,60.0,1820,0.3833333333333333,,,,,,
y,2026-06-19_15-44-47,2026-06-19_15-45-05,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-44-47_466667.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-44-47_466667.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-44-47_466667.ts,ok,,8,0.5653710247349824,106.125,0.0452977256133055,5.0,0.5675655222864062,273.4,0.9961334903808402,y,18.35,60.0,1101,0.6,,,,,,
y,2026-06-19_15-45-02,2026-06-19_15-46-59,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-45-02_933333.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-45-02_933333.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-45-02_933333.ts,ok,,13,0.5664488017429194,105.92307692307692,0.0058097312998725,5.0,0.5675655222864062,273.4,0.9980324376664246,y,116.6,60.0,6996,0.0833333333333333,,,,,,
y,2026-06-19_15-46-56,2026-06-19_15-48-35,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-46-56_059667.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-46-56_059667.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-46-56_059667.ts,ok,,7,0.5660377358490566,106.0,0.0050426649416962,5.0,0.5675655222864062,273.4,0.9973081761006288,y,99.56666666666666,60.0,5974,0.2666666666666666,,,,,,
