filename,source,processed_at
cortexvpu-01a-005-41884872_2026-06-19_17-16-55_270809.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_17-16-55_270809.ts,2026-07-02T20:40:20.352237
cortexvpu-01a-005-41884872_2026-06-19_17-18-51_254206.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_17-18-51_254206.ts,2026-07-02T20:40:44.655744
cortexvpu-01a-005-41884872_2026-06-19_17-20-47_222404.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_17-20-47_222404.ts,2026-07-02T20:40:59.194476
cortexvpu-01a-005-41884872_2026-06-19_17-22-43_254786.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_17-22-43_254786.ts,2026-07-02T20:41:26.522844
cortexvpu-01a-005-41884872_2026-06-19_17-24-39_157138.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_17-24-39_157138.ts,2026-07-02T20:41:48.472941
cortexvpu-01a-005-41884872_2026-06-19_17-26-35_394568.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_17-26-35_394568.ts,2026-07-02T20:42:13.739754
cortexvpu-01a-005-41884872_2026-06-19_17-28-30_933333.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_17-28-30_933333.ts,2026-07-02T20:42:28.393556
cortexvpu-01a-005-41884872_2026-06-19_17-30-24_298221.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_17-30-24_298221.ts,2026-07-02T20:42:58.635503
cortexvpu-01a-005-41884872_2026-06-19_17-31-26_650000.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_17-31-26_650000.ts,2026-07-02T20:43:10.993341
cortexvpu-01a-005-41884872_2026-06-19_17-31-37_650000.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_17-31-37_650000.ts,2026-07-02T20:43:36.227275
cortexvpu-01a-005-41884872_2026-06-19_17-33-19_933333.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_17-33-19_933333.ts,2026-07-02T20:43:50.760069
cortexvpu-01a-005-41884872_2026-06-19_17-35-13_190082.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_17-35-13_190082.ts,2026-07-02T20:44:11.711938
cortexvpu-01a-005-41884872_2026-06-19_17-35-41_933333.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_17-35-41_933333.ts,2026-07-02T20:44:26.204861
cortexvpu-01a-005-41884872_2026-06-19_17-37-36_223894.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_17-37-36_223894.ts,2026-07-02T20:44:49.696446
cortexvpu-01a-005-41884872_2026-06-19_17-39-32_294019.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_17-39-32_294019.ts,2026-07-02T20:45:04.519733
cortexvpu-01a-005-41884872_2026-06-19_17-40-13_666667.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_17-40-13_666667.ts,2026-07-02T20:45:26.602156
cortexvpu-01a-005-41884872_2026-06-19_17-40-49_666667.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_17-40-49_666667.ts,2026-07-02T20:45:34.893392
cortexvpu-01a-005-41884872_2026-06-19_17-41-05_666667.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_17-41-05_666667.ts,2026-07-02T20:45:46.391664
cortexvpu-01a-005-41884872_2026-06-19_17-41-12_666667.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_17-41-12_666667.ts,2026-07-02T20:46:01.493089
cortexvpu-01a-005-41884872_2026-06-19_17-41-52_666667.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_17-41-52_666667.ts,2026-07-02T20:46:24.586309
cortexvpu-01a-005-41884872_2026-06-19_17-42-28_666667.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_17-42-28_666667.ts,2026-07-02T20:46:38.943238
cortexvpu-01a-005-41884872_2026-06-19_17-43-49_666667.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_17-43-49_666667.ts,2026-07-02T20:47:02.683365
cortexvpu-01a-005-41884872_2026-06-19_17-44-25_666667.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_17-44-25_666667.ts,2026-07-02T20:47:21.174530
cortexvpu-01a-005-41884872_2026-06-19_17-44-57_933333.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_17-44-57_933333.ts,2026-07-02T20:47:31.314034
cortexvpu-01a-005-41884872_2026-06-19_17-45-00_933333.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_17-45-00_933333.ts,2026-07-02T20:47:39.731218
cortexvpu-01a-005-41884872_2026-06-19_17-45-04_933333.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_17-45-04_933333.ts,2026-07-02T20:47:53.393740
